time_hrs,T_center_F_adiabatic,T_max_xs_F,T_ambient_F
21.9167,92.6060,93.9380,73.0040
22.0000,92.6960,94.0100,73.0040
22.0833,92.7860,94.0640,73.0040
22.1667,92.8760,94.1360,73.0040
22.2500,92.9480,94.1900,73.0040
22.3333,93.0380,94.2620,73.0040
22.4167,93.1280,94.3160,73.0040
22.5000,93.2000,94.3880,73.0040
22.5833,93.2900,94.4420,73.0040
22.6667,93.3800,94.4960,73.0040
22.7500,93.4520,94.5680,73.0040
22.8333,93.5420,94.6220,73.0040
22.9167,93.6320,94.6760,73.0040
23.0000,93.7040,94.7480,73.0040
23.0833,93.7940,94.8020,73.0040
23.1667,93.8840,94.8740,73.0040
23.2500,93.9560,94.9640,73.0040
23.3333,94.0460,95.0360,73.0040
23.4167,94.1180,95.1260,73.0040
23.5000,94.2080,95.1980,73.0040
23.5833,94.2980,95.2880,73.0040
23.6667,94.3700,95.3600,73.0040
23.7500,94.4600,95.4500,73.0040
23.8333,94.5320,95.5220,73.0040
23.9167,94.6220,95.5940,73.0040
24.0000,94.7120,95.6840,73.0040
24.0833,94.7840,95.7560,73.0040
24.1667,94.8740,95.8460,73.0040
24.2500,94.9460,95.9180,73.0040
24.3333,95.0360,96.0080,73.0040
24.4167,95.1080,96.0800,73.0040
24.5000,95.1980,96.1520,73.0040
24.5833,95.2880,96.2420,73.0040
24.6667,95.3600,96.3140,73.0040
24.7500,95.4500,96.3860,73.0040
24.8333,95.5220,96.4760,73.0040
24.9167,95.6120,96.5480,73.0040
25.0000,95.6840,96.6200,73.0040
25.0833,95.7740,96.7100,73.0040
25.1667,95.8460,96.7820,73.0040
25.2500,95.9360,96.8540,73.0040
25.3333,96.0080,96.9260,73.0040
25.4167,96.0980,97.0160,73.0040
25.5000,96.1700,97.0880,73.0040
25.5833,96.2600,97.1600,73.0040
25.6667,96.3320,97.2320,73.0040
25.7500,96.4220,97.3220,73.0040
25.8333,96.4940,97.3940,73.0040
25.9167,96.5660,97.4660,73.0040
26.0000,96.6560,97.5380,73.0040
26.0833,96.7280,97.6100,73.0040
26.1667,96.8180,97.6820,73.0040
26.2500,96.8900,97.7720,73.0040
26.3333,96.9800,97.8440,73.0040
26.4167,97.0520,97.9160,73.0040
26.5000,97.1240,97.9880,73.0040
26.5833,97.2140,98.0600,73.0040
26.6667,97.2860,98.1320,73.0040
26.7500,97.3760,98.2040,73.0040
26.8333,97.4480,98.2760,73.0040
26.9167,97.5200,98.3480,73.0040
27.0000,97.6100,98.4200,73.0040
27.0833,97.6820,98.4920,73.0040
27.1667,97.7540,98.5640,73.0040
27.2500,97.8440,98.6360,73.0040
27.3333,97.9160,98.7080,73.0040
27.4167,97.9880,98.7800,73.0040
27.5000,98.0780,98.8520,73.0040
27.5833,98.1500,98.9240,73.0040
27.6667,98.2220,98.9960,73.0040
27.7500,98.3120,99.0680,73.0040
27.8333,98.3840,99.1400,73.0040
27.9167,98.4560,99.2120,73.0040
28.0000,98.5460,99.2840,73.0040
28.0833,98.6180,99.3560,73.0040
28.1667,98.6900,99.4280,73.0040
28.2500,98.7800,99.5000,73.0040
28.3333,98.8520,99.5540,73.0040
28.4167,98.9240,99.6260,73.0040
28.5000,98.9960,99.6980,73.0040
28.5833,99.0860,99.7700,73.0040
28.6667,99.1580,99.8420,73.0040
28.7500,99.2300,99.9140,73.0040
28.8333,99.3020,99.9680,73.0040
28.9167,99.3920,100.0400,73.0040
29.0000,99.4640,100.1120,73.0040
29.0833,99.5360,100.1840,73.0040
29.1667,99.6080,100.2560,73.0040
29.2500,99.6800,100.3100,73.0040
29.3333,99.7700,100.3820,73.0040
29.4167,99.8420,100.4540,73.0040
29.5000,99.9140,100.5080,73.0040
29.5833,99.9860,100.5800,73.0040
29.6667,100.0580,100.6520,73.0040
29.7500,100.1480,100.7240,73.0040
29.8333,100.2200,100.7780,73.0040
29.9167,100.2920,100.8500,73.0040
30.0000,100.3640,100.9220,73.0040
30.0833,100.4360,100.9760,73.0040
30.1667,100.5080,101.0480,73.0040
30.2500,100.5980,101.1200,73.0040
30.3333,100.6700,101.1740,73.0040
30.4167,100.7420,101.2460,73.0040
30.5000,100.8140,101.3000,73.0040
30.5833,100.8860,101.3720,73.0040
30.6667,100.9580,101.4440,73.0040
30.7500,101.0300,101.4980,73.0040
30.8333,101.1020,101.5700,73.0040
30.9167,101.1740,101.6420,73.0040
31.0000,101.2460,101.7140,73.0040
31.0833,101.3360,101.7860,73.0040
31.1667,101.4080,101.8760,73.0040
31.2500,101.4800,101.9480,73.0040
31.3333,101.5520,102.0200,73.0040
31.4167,101.6240,102.0920,73.0040
31.5000,101.6960,102.1640,73.0040
31.5833,101.7680,102.2180,73.0040
31.6667,101.8400,102.2900,73.0040
31.7500,101.9120,102.3620,73.0040
31.8333,101.9840,102.4340,73.0040
31.9167,102.0560,102.5060,73.0040
32.0000,102.1280,102.5780,73.0040
32.0833,102.2000,102.6500,73.0040
32.1667,102.2720,102.7220,73.0040
32.2500,102.3440,102.7940,73.0040
32.3333,102.4160,102.8660,73.0040
32.4167,102.4880,102.9380,73.0040
32.5000,102.5600,103.0100,73.0040
32.5833,102.6320,103.0820,73.0040
32.6667,102.7040,103.1540,73.0040
32.7500,102.7760,103.2080,73.0040
32.8333,102.8480,103.2800,73.0040
32.9167,102.9200,103.3520,73.0040
33.0000,102.9920,103.4240,73.0040
33.0833,103.0640,103.4960,73.0040
33.1667,103.1360,103.5680,73.0040
33.2500,103.1900,103.6220,73.0040
33.3333,103.2620,103.6940,73.0040
33.4167,103.3340,103.7660,73.0040
33.5000,103.4060,103.8380,73.0040
33.5833,103.4780,103.9100,73.0040
33.6667,103.5500,103.9640,73.0040
33.7500,103.6220,104.0360,73.0040
33.8333,103.6940,104.1080,73.0040
33.9167,103.7660,104.1800,73.0040
34.0000,103.8380,104.2520,73.0040
34.0833,103.8920,104.3060,73.0040
34.1667,103.9640,104.3780,73.0040
34.2500,104.0360,104.4500,73.0040
34.3333,104.1080,104.5040,73.0040
34.4167,104.1800,104.5760,73.0040
34.5000,104.2520,104.6480,73.0040
34.5833,104.3060,104.7200,73.0040
34.6667,104.3780,104.7740,73.0040
