time_hrs,c_top,c_mid,c_bot,mid_quarter,mid_corner
38.2500,77.0720,107.2400,94.7840,107.2400,93.8120
38.3333,77.0180,107.3120,94.8020,107.3120,93.8120
38.4167,76.9820,107.3840,94.8380,107.3840,93.8120
38.5000,76.9280,107.4380,94.8740,107.4380,93.8120
38.5833,76.8740,107.5100,94.8920,107.5100,93.8120
38.6667,76.8200,107.5640,94.9280,107.5640,93.8120
38.7500,76.7660,107.6360,94.9640,107.6360,93.8120
38.8333,76.7120,107.6900,95.0000,107.6900,93.7940
38.9167,76.6580,107.7620,95.0180,107.7620,93.7940
39.0000,76.6040,107.8160,95.0540,107.8160,93.7760
39.0833,76.5500,107.8880,95.0900,107.8880,93.7760
39.1667,76.4960,107.9420,95.1080,107.9420,93.7580
39.2500,76.4420,108.0140,95.1440,108.0140,93.7580
39.3333,76.3880,108.0680,95.1800,108.0680,93.7400
39.4167,76.3340,108.1400,95.1980,108.1400,93.7400
39.5000,76.2800,108.1940,95.2340,108.1940,93.7220
39.5833,76.2260,108.2660,95.2700,108.2660,93.7220
39.6667,76.1720,108.3200,95.2880,108.3200,93.7040
39.7500,76.1180,108.3920,95.3240,108.3920,93.7040
39.8333,76.0640,108.4460,95.3600,108.4460,93.6860
39.9167,76.0280,108.5180,95.3780,108.5180,93.6680
40.0000,75.9740,108.5720,95.4140,108.5720,93.6680
40.0833,75.9200,108.6440,95.4500,108.6440,93.6500
40.1667,75.8660,108.6980,95.4680,108.6980,93.6500
40.2500,75.8300,108.7700,95.5040,108.7700,93.6500
40.3333,75.7760,108.8240,95.5400,108.8240,93.6320
40.4167,75.7400,108.8960,95.5580,108.8960,93.6320
40.5000,75.6860,108.9500,95.5940,108.9500,93.6320
40.5833,75.6320,109.0040,95.6300,109.0040,93.6320
40.6667,75.5960,109.0760,95.6480,109.0760,93.6320
40.7500,75.5600,109.1300,95.6840,109.1300,93.6320
40.8333,75.5060,109.2020,95.7200,109.2020,93.6320
40.9167,75.4700,109.2560,95.7380,109.2560,93.6320
41.0000,75.4160,109.3100,95.7740,109.3100,93.6500
41.0833,75.3800,109.3820,95.7920,109.3820,93.6500
41.1667,75.3440,109.4360,95.8280,109.4360,93.6500
41.2500,75.2900,109.5080,95.8640,109.5080,93.6500
41.3333,75.2540,109.5620,95.8820,109.5620,93.6500
41.4167,75.2180,109.6160,95.9180,109.6160,93.6500
41.5000,75.1820,109.6880,95.9360,109.6880,93.6500
41.5833,75.1460,109.7420,95.9720,109.7420,93.6500
41.6667,75.0920,109.8140,96.0080,109.8140,93.6500
41.7500,75.0560,109.8680,96.0260,109.8680,93.6320
41.8333,75.0200,109.9220,96.0620,109.9220,93.6320
41.9167,74.9840,109.9940,96.0800,109.9940,93.6140
42.0000,74.9480,110.0480,96.1160,110.0480,93.6140
42.0833,74.9120,110.1020,96.1520,110.1020,93.5960
42.1667,74.8760,110.1740,96.1700,110.1740,93.5960
42.2500,74.8400,110.2280,96.2060,110.2280,93.5780
42.3333,74.8040,110.2820,96.2240,110.2820,93.5780
42.4167,74.7680,110.3540,96.2600,110.3540,93.5600
42.5000,74.7320,110.4080,96.2960,110.4080,93.5600
42.5833,74.6960,110.4620,96.3140,110.4620,93.5600
42.6667,74.6600,110.5160,96.3500,110.5160,93.5600
42.7500,74.6240,110.5880,96.3680,110.5880,93.5600
42.8333,74.5880,110.6420,96.4040,110.6420,93.5420
42.9167,74.5520,110.6960,96.4220,110.6960,93.5420
43.0000,74.5340,110.7680,96.4580,110.7680,93.5420
43.0833,74.4980,110.8220,96.4940,110.8220,93.5420
43.1667,74.4620,110.8760,96.5120,110.8760,93.5420
43.2500,74.4260,110.9300,96.5480,110.9300,93.5420
43.3333,74.3900,111.0020,96.5660,111.0020,93.5420
43.4167,74.3720,111.0560,96.6020,111.0560,93.5420
43.5000,74.3360,111.1100,96.6200,111.1100,93.5240
43.5833,74.3000,111.1640,96.6560,111.1640,93.5240
43.6667,74.2820,111.2360,96.6740,111.2360,93.5240
43.7500,74.2460,111.2900,96.7100,111.2900,93.5060
43.8333,74.2100,111.3440,96.7280,111.3440,93.5060
43.9167,74.1920,111.3980,96.7640,111.3980,93.4880
44.0000,74.1560,111.4520,96.7820,111.4520,93.4880
44.0833,74.1380,111.5240,96.8180,111.5240,93.4700
44.1667,74.1020,111.5780,96.8540,111.5780,93.4700
44.2500,74.0660,111.6320,96.8720,111.6320,93.4520
44.3333,74.0480,111.6860,96.9080,111.6860,93.4340
44.4167,74.0120,111.7400,96.9260,111.7400,93.4340
44.5000,73.9940,111.8120,96.9620,111.8120,93.4160
44.5833,73.9580,111.8660,96.9800,111.8660,93.4160
44.6667,73.9400,111.9200,97.0160,111.9200,93.3980
44.7500,73.9040,111.9740,97.0340,111.9740,93.3980
44.8333,73.8860,112.0280,97.0700,112.0280,93.3800
44.9167,73.8680,112.1000,97.0880,112.1000,93.3620
45.0000,73.8320,112.1540,97.1240,112.1540,93.3620
45.0833,73.8140,112.2080,97.1420,112.2080,93.3440
45.1667,73.7780,112.2620,97.1780,112.2620,93.3440
45.2500,73.7600,112.3160,97.1960,112.3160,93.3260
45.3333,73.7420,112.3700,97.2320,112.3700,93.3080
45.4167,73.7060,112.4240,97.2500,112.4240,93.3080
45.5000,73.6880,112.4960,97.2860,112.4960,93.2900
45.5833,73.6700,112.5500,97.3040,112.5500,93.2720
45.6667,73.6340,112.6040,97.3400,112.6040,93.2720
45.7500,73.6160,112.6580,97.3580,112.6580,93.2540
45.8333,73.5980,112.7120,97.3940,112.7120,93.2540
45.9167,73.5620,112.7660,97.4120,112.7660,93.2360
46.0000,73.5440,112.8200,97.4300,112.8200,93.2180
46.0833,73.5260,112.8740,97.4660,112.8740,93.2180
46.1667,73.5080,112.9280,97.4840,112.9280,93.2000
46.2500,73.4720,112.9820,97.5200,112.9820,93.2000
46.3333,73.4540,113.0540,97.5380,113.0540,93.1820
46.4167,73.4360,113.1080,97.5740,113.1080,93.1640
46.5000,73.4180,113.1620,97.5920,113.1620,93.1640
46.5833,73.4000,113.2160,97.6280,113.2160,93.1460
46.6667,73.3640,113.2700,97.6460,113.2700,93.1460
46.7500,73.3460,113.3240,97.6820,113.3240,93.1280
46.8333,73.3280,113.3780,97.7000,113.3780,93.1280
46.9167,73.3100,113.4320,97.7180,113.4320,93.1280
47.0000,73.2920,113.4860,97.7540,113.4860,93.1100
47.0833,73.2740,113.5400,97.7720,113.5400,93.1100
47.1667,73.2560,113.5940,97.8080,113.5940,93.0920
47.2500,73.2380,113.6480,97.8260,113.6480,93.0920
47.3333,73.2200,113.7020,97.8620,113.7020,93.0740
47.4167,73.1840,113.7560,97.8800,113.7560,93.0560
47.5000,73.1660,113.8100,97.9160,113.8100,93.0560
47.5833,73.1480,113.8640,97.9340,113.8640,93.0380
47.6667,73.1300,113.9180,97.9520,113.9180,93.0200
47.7500,73.1120,113.9720,97.9880,113.9720,93.0200
47.8333,73.0940,114.0260,98.0060,114.0260,93.0020
47.9167,73.0760,114.0800,98.0420,114.0800,92.9840
48.0000,73.0580,114.1340,98.0600,114.1340,92.9660
48.0833,73.0400,114.1880,98.0780,114.1880,92.9660
48.1667,73.0220,114.2420,98.1140,114.2420,92.9480
48.2500,73.0040,114.2960,98.1320,114.2960,92.9300
48.3333,72.9860,114.3500,98.1680,114.3500,92.9120
48.4167,72.9680,114.4040,98.1860,114.4040,92.8940
48.5000,72.9500,114.4580,98.2220,114.4580,92.8940
48.5833,72.9320,114.5120,98.2400,114.5120,92.8760
48.6667,72.9140,114.5660,98.2580,114.5660,92.8580
48.7500,72.8960,114.6200,98.2940,114.6200,92.8580
48.8333,72.8780,114.6740,98.3120,114.6740,92.8400
48.9167,72.8780,114.7280,98.3480,114.7280,92.8220
49.0000,72.8600,114.7640,98.3660,114.7640,92.8040
49.0833,72.8420,114.8180,98.3840,114.8180,92.8040
49.1667,72.8240,114.8720,98.4200,114.8720,92.7860
49.2500,72.8060,114.9260,98.4380,114.9260,92.7860
49.3333,72.7880,114.9800,98.4560,114.9800,92.7860
49.4167,72.7880,115.0340,98.4920,115.0340,92.7680
49.5000,72.7700,115.0880,98.5100,115.0880,92.7680
49.5833,72.7700,115.1420,98.5460,115.1420,92.7680
49.6667,72.7520,115.1960,98.5640,115.1960,92.7680
49.7500,72.7520,115.2500,98.5820,115.2500,92.7680
49.8333,72.7340,115.2860,98.6180,115.2860,92.7860
49.9167,72.7340,115.3400,98.6360,115.3400,92.7860
50.0000,72.7160,115.3940,98.6540,115.3940,92.8040
50.0833,72.7160,115.4480,98.6900,115.4480,92.8040
50.1667,72.7160,115.5020,98.7080,115.5020,92.8220
50.2500,72.7160,115.5560,98.7440,115.5560,92.8220
50.3333,72.7160,115.6100,98.7620,115.6100,92.8400
50.4167,72.7160,115.6640,98.7800,115.6640,92.8580
50.5000,72.7160,115.7000,98.8160,115.7000,92.8760
50.5833,72.7160,115.7540,98.8340,115.7540,92.8940
50.6667,72.7160,115.8080,98.8520,115.8080,92.9120
50.7500,72.7340,115.8620,98.8880,115.8620,92.9300
50.8333,72.7340,115.9160,98.9060,115.9160,92.9480
50.9167,72.7520,115.9700,98.9240,115.9700,92.9660
51.0000,72.7700,116.0060,98.9600,116.0060,93.0020
51.0833,72.7700,116.0600,98.9780,116.0600,93.0200
51.1667,72.7880,116.1140,98.9960,116.1140,93.0380
51.2500,72.8060,116.1680,99.0320,116.1680,93.0740
51.3333,72.8240,116.2220,99.0500,116.2220,93.0920
51.4167,72.8600,116.2580,99.0680,116.2580,93.1280
51.5000,72.8780,116.3120,99.1040,116.3120,93.1640
51.5833,72.9140,116.3660,99.1220,116.3660,93.1820
51.6667,72.9320,116.4200,99.1400,116.4200,93.2180
51.7500,72.9680,116.4740,99.1760,116.4740,93.2540
51.8333,73.0040,116.5100,99.1940,116.5100,93.2900
51.9167,73.0400,116.5640,99.2120,116.5640,93.3080
52.0000,73.0760,116.6180,99.2480,116.6180,93.3440
52.0833,73.1120,116.6720,99.2660,116.6720,93.3800
52.1667,73.1660,116.7080,99.2840,116.7080,93.4160
52.2500,73.2020,116.7620,99.3200,116.7620,93.4520
52.3333,73.2560,116.8160,99.3380,116.8160,93.4880
52.4167,73.2920,116.8700,99.3560,116.8700,93.5240
52.5000,73.3460,116.9060,99.3740,116.9060,93.5420
52.5833,73.4000,116.9600,99.4100,116.9600,93.5780
52.6667,73.4540,117.0140,99.4280,117.0140,93.6140
52.7500,73.5080,117.0680,99.4460,117.0680,93.6320
52.8333,73.5620,117.1040,99.4820,117.1040,93.6680
52.9167,73.6160,117.1580,99.5000,117.1580,93.7040
53.0000,73.6880,117.2120,99.5180,117.2120,93.7220
53.0833,73.7420,117.2480,99.5540,117.2480,93.7580
53.1667,73.8140,117.3020,99.5720,117.3020,93.7760
53.2500,73.8680,117.3560,99.5900,117.3560,93.8120
53.3333,73.9400,117.4100,99.6080,117.4100,93.8300
53.4167,74.0120,117.4460,99.6440,117.4460,93.8660
53.5000,74.0660,117.5000,99.6620,117.5000,93.9020
53.5833,74.1380,117.5540,99.6800,117.5540,93.9200
53.6667,74.2100,117.5900,99.7160,117.5900,93.9560
53.7500,74.3000,117.6440,99.7340,117.6440,93.9740
53.8333,74.3720,117.6980,99.7520,117.6980,94.0100
53.9167,74.4440,117.7340,99.7700,117.7340,94.0460
54.0000,74.5160,117.7880,99.8060,117.7880,94.0820
54.0833,74.6060,117.8420,99.8240,117.8420,94.1000
54.1667,74.6780,117.8780,99.8420,117.8780,94.1360
54.2500,74.7500,117.9320,99.8600,117.9320,94.1720
54.3333,74.8400,117.9860,99.8960,117.9860,94.1900
54.4167,74.9120,118.0220,99.9140,118.0220,94.2260
54.5000,75.0020,118.0760,99.9320,118.0760,94.2620
54.5833,75.0740,118.1300,99.9500,118.1300,94.2980
54.6667,75.1460,118.1660,99.9860,118.1660,94.3160
54.7500,75.2360,118.2200,100.0040,118.2200,94.3520
54.8333,75.3080,118.2560,100.0220,118.2560,94.3880
54.9167,75.3980,118.3100,100.0580,118.3100,94.4060
55.0000,75.4700,118.3640,100.0760,118.3640,94.4420
55.0833,75.5600,118.4000,100.0940,118.4000,94.4780
55.1667,75.6320,118.4540,100.1120,118.4540,94.4960
55.2500,75.7220,118.4900,100.1480,118.4900,94.5320
55.3333,75.7940,118.5440,100.1660,118.5440,94.5680
55.4167,75.8840,118.5980,100.1840,118.5980,94.5860
55.5000,75.9560,118.6340,100.2020,118.6340,94.6220
55.5833,76.0280,118.6880,100.2200,118.6880,94.6400
55.6667,76.1180,118.7240,100.2560,118.7240,94.6580
55.7500,76.1900,118.7780,100.2740,118.7780,94.6940
55.8333,76.2800,118.8320,100.2920,118.8320,94.7120
55.9167,76.3520,118.8680,100.3100,118.8680,94.7300
56.0000,76.4420,118.9220,100.3460,118.9220,94.7480
56.0833,76.5140,118.9580,100.3640,118.9580,94.7840
56.1667,76.5860,119.0120,100.3820,119.0120,94.8020
56.2500,76.6760,119.0480,100.4000,119.0480,94.8200
56.3333,76.7480,119.1020,100.4360,119.1020,94.8380
56.4167,76.8200,119.1380,100.4540,119.1380,94.8560
56.5000,76.8920,119.1920,100.4720,119.1920,94.8740
56.5833,76.9640,119.2460,100.4900,119.2460,94.8920
56.6667,77.0180,119.2820,100.5080,119.2820,94.8920
56.7500,77.0900,119.3360,100.5440,119.3360,94.9100
56.8333,77.1620,119.3720,100.5620,119.3720,94.9280
56.9167,77.2160,119.4260,100.5800,119.4260,94.9460
57.0000,77.2880,119.4620,100.5980,119.4620,94.9640
57.0833,77.3420,119.5160,100.6160,119.5160,94.9640
57.1667,77.3960,119.5520,100.6520,119.5520,94.9820
57.2500,77.4680,119.6060,100.6700,119.6060,95.0000
57.3333,77.5220,119.6420,100.6880,119.6420,95.0180
57.4167,77.5760,119.6960,100.7060,119.6960,95.0360
57.5000,77.6300,119.7320,100.7240,119.7320,95.0540
57.5833,77.6840,119.7860,100.7600,119.7860,95.0720
57.6667,77.7380,119.8220,100.7780,119.8220,95.0900
57.7500,77.7920,119.8760,100.7960,119.8760,95.1080
57.8333,77.8460,119.9120,100.8140,119.9120,95.1260
57.9167,77.8820,119.9660,100.8320,119.9660,95.1440
58.0000,77.9360,120.0020,100.8680,120.0020,95.1800
58.0833,77.9720,120.0560,100.8860,120.0560,95.1980
58.1667,78.0260,120.0920,100.9040,120.0920,95.2160
58.2500,78.0620,120.1460,100.9220,120.1460,95.2340
58.3333,78.0980,120.1820,100.9400,120.1820,95.2520
58.4167,78.1340,120.2180,100.9580,120.2180,95.2700
58.5000,78.1700,120.2720,100.9940,120.2720,95.2700
58.5833,78.2060,120.3080,101.0120,120.3080,95.2880
58.6667,78.2420,120.3620,101.0300,120.3620,95.3060
58.7500,78.2600,120.3980,101.0480,120.3980,95.3060
58.8333,78.2960,120.4520,101.0660,120.4520,95.3240
58.9167,78.3140,120.4880,101.1020,120.4880,95.3420
59.0000,78.3500,120.5420,101.1200,120.5420,95.3420
59.0833,78.3680,120.5780,101.1380,120.5780,95.3420
59.1667,78.3860,120.6140,101.1560,120.6140,95.3600
59.2500,78.4040,120.6680,101.1740,120.6680,95.3600
59.3333,78.4040,120.7040,101.1920,120.7040,95.3780
59.4167,78.4220,120.7580,101.2280,120.7580,95.3780
59.5000,78.4220,120.7940,101.2460,120.7940,95.3960
59.5833,78.4400,120.8300,101.2640,120.8300,95.3960
59.6667,78.4400,120.8840,101.2820,120.8840,95.4140
59.7500,78.4400,120.9200,101.3000,120.9200,95.4140
59.8333,78.4400,120.9740,101.3180,120.9740,95.4320
59.9167,78.4400,121.0100,101.3360,121.0100,95.4320
60.0000,78.4400,121.0460,101.3720,121.0460,95.4500
60.0833,78.4220,121.1000,101.3900,121.1000,95.4680
60.1667,78.4220,121.1360,101.4080,121.1360,95.4680
60.2500,78.4040,121.1900,101.4260,121.1900,95.4680
60.3333,78.4040,121.2260,101.4440,121.2260,95.4860
60.4167,78.3860,121.2620,101.4620,121.2620,95.4860
60.5000,78.3680,121.3160,101.4800,121.3160,95.4860
60.5833,78.3500,121.3520,101.5160,121.3520,95.4860
60.6667,78.3320,121.3880,101.5340,121.3880,95.4860
60.7500,78.2960,121.4420,101.5520,121.4420,95.4860
60.8333,78.2780,121.4780,101.5700,121.4780,95.4860
60.9167,78.2420,121.5140,101.5880,121.5140,95.4860
61.0000,78.2240,121.5680,101.6060,121.5680,95.4860
61.0833,78.1880,121.6040,101.6240,121.6040,95.4860
61.1667,78.1520,121.6400,101.6420,121.6400,95.4860
61.2500,78.1160,121.6940,101.6780,121.6940,95.4680
61.3333,78.0800,121.7300,101.6960,121.7300,95.4680
61.4167,78.0440,121.7660,101.7140,121.7660,95.4500
61.5000,77.9900,121.8200,101.7320,121.8200,95.4500
61.5833,77.9540,121.8560,101.7500,121.8560,95.4320
61.6667,77.9180,121.8920,101.7680,121.8920,95.4320
61.7500,77.8640,121.9460,101.7860,121.9460,95.4140
61.8333,77.8100,121.9820,101.8040,121.9820,95.3960
61.9167,77.7560,122.0180,101.8400,122.0180,95.3780
62.0000,77.7020,122.0720,101.8580,122.0720,95.3600
62.0833,77.6480,122.1080,101.8760,122.1080,95.3600
62.1667,77.5940,122.1440,101.8940,122.1440,95.3420
62.2500,77.5400,122.1980,101.9120,122.1980,95.3240
62.3333,77.4860,122.2340,101.9300,122.2340,95.3060
62.4167,77.4320,122.2700,101.9480,122.2700,95.2880
62.5000,77.3780,122.3060,101.9660,122.3060,95.2880
62.5833,77.3240,122.3600,101.9840,122.3600,95.2700
62.6667,77.2700,122.3960,102.0200,122.3960,95.2700
62.7500,77.2160,122.4320,102.0380,122.4320,95.2520
62.8333,77.1440,122.4680,102.0560,122.4680,95.2340
62.9167,77.0900,122.5220,102.0740,122.5220,95.2340
63.0000,77.0360,122.5580,102.0920,122.5580,95.2340
63.0833,76.9820,122.5940,102.1100,122.5940,95.2160
63.1667,76.9100,122.6300,102.1280,122.6300,95.1980
63.2500,76.8560,122.6840,102.1460,122.6840,95.1980
63.3333,76.8020,122.7200,102.1640,122.7200,95.1800
63.4167,76.7300,122.7560,102.1820,122.7560,95.1620
63.5000,76.6760,122.7920,102.2000,122.7920,95.1440
63.5833,76.6220,122.8460,102.2180,122.8460,95.1260
63.6667,76.5680,122.8820,102.2540,122.8820,95.1080
63.7500,76.4960,122.9180,102.2720,122.9180,95.0900
63.8333,76.4420,122.9540,102.2900,122.9540,95.0720
63.9167,76.3880,123.0080,102.3080,123.0080,95.0360
64.0000,76.3340,123.0440,102.3260,123.0440,95.0180
64.0833,76.2800,123.0800,102.3440,123.0800,95.0000
64.1667,76.2260,123.1160,102.3620,123.1160,94.9640
64.2500,76.1720,123.1520,102.3800,123.1520,94.9460
64.3333,76.1180,123.2060,102.3980,123.2060,94.9280
64.4167,76.0640,123.2420,102.4160,123.2420,94.9100
64.5000,76.0280,123.2780,102.4340,123.2780,94.8920
64.5833,75.9740,123.3140,102.4520,123.3140,94.8920
64.6667,75.9200,123.3500,102.4700,123.3500,94.8740
64.7500,75.8660,123.4040,102.5060,123.4040,94.8560
64.8333,75.8300,123.4400,102.5240,123.4400,94.8560
64.9167,75.7760,123.4760,102.5420,123.4760,94.8380
65.0000,75.7220,123.5120,102.5600,123.5120,94.8380
65.0833,75.6860,123.5480,102.5780,123.5480,94.8380
65.1667,75.6320,123.6020,102.5960,123.6020,94.8200
65.2500,75.5960,123.6380,102.6140,123.6380,94.8200
65.3333,75.5420,123.6740,102.6320,123.6740,94.8020
65.4167,75.5060,123.7100,102.6500,123.7100,94.7840
65.5000,75.4520,123.7460,102.6680,123.7460,94.7840
65.5833,75.4160,123.7820,102.6860,123.7820,94.7660
65.6667,75.3800,123.8360,102.7040,123.8360,94.7480
65.7500,75.3260,123.8720,102.7220,123.8720,94.7300
65.8333,75.2900,123.9080,102.7400,123.9080,94.7120
65.9167,75.2360,123.9440,102.7580,123.9440,94.6940
66.0000,75.2000,123.9800,102.7760,123.9800,94.6760
66.0833,75.1640,124.0160,102.7940,124.0160,94.6580
66.1667,75.1280,124.0520,102.8120,124.0520,94.6400
66.2500,75.0740,124.1060,102.8300,124.1060,94.6220
66.3333,75.0380,124.1420,102.8480,124.1420,94.6040
66.4167,75.0020,124.1780,102.8660,124.1780,94.5680
66.5000,74.9660,124.2140,102.8840,124.2140,94.5500
66.5833,74.9300,124.2500,102.9200,124.2500,94.5320
66.6667,74.8760,124.2860,102.9380,124.2860,94.5140
66.7500,74.8400,124.3220,102.9560,124.3220,94.4780
66.8333,74.8040,124.3580,102.9740,124.3580,94.4600
66.9167,74.7680,124.3940,102.9920,124.3940,94.4420
67.0000,74.7320,124.4480,103.0100,124.4480,94.4240
67.0833,74.6960,124.4840,103.0280,124.4840,94.3880
67.1667,74.6600,124.5200,103.0460,124.5200,94.3700
67.2500,74.6240,124.5560,103.0640,124.5560,94.3520
67.3333,74.5880,124.5920,103.0820,124.5920,94.3160
67.4167,74.5520,124.6280,103.1000,124.6280,94.2980
67.5000,74.5160,124.6640,103.1180,124.6640,94.2800
67.5833,74.4800,124.7000,103.1360,124.7000,94.2440
67.6667,74.4620,124.7360,103.1540,124.7360,94.2260
67.7500,74.4260,124.7720,103.1720,124.7720,94.2080
67.8333,74.3900,124.8080,103.1900,124.8080,94.1720
67.9167,74.3540,124.8440,103.2080,124.8440,94.1540
68.0000,74.3180,124.8980,103.2260,124.8980,94.1360
68.0833,74.2820,124.9340,103.2440,124.9340,94.1000
68.1667,74.2640,124.9700,103.2620,124.9700,94.0820
68.2500,74.2280,125.0060,103.2800,125.0060,94.0640
68.3333,74.1920,125.0420,103.2980,125.0420,94.0280
68.4167,74.1560,125.0780,103.3160,125.0780,94.0100
68.5000,74.1380,125.1140,103.3340,125.1140,93.9920
68.5833,74.1020,125.1500,103.3520,125.1500,93.9740
68.6667,74.0660,125.1860,103.3700,125.1860,93.9560
68.7500,74.0480,125.2220,103.3880,125.2220,93.9380
68.8333,74.0120,125.2580,103.4060,125.2580,93.9200
68.9167,73.9940,125.2940,103.4240,125.2940,93.9020
69.0000,73.9580,125.3300,103.4420,125.3300,93.8840
69.0833,73.9220,125.3660,103.4600,125.3660,93.8660
69.1667,73.9040,125.4020,103.4780,125.4020,93.8480
69.2500,73.8680,125.4380,103.4960,125.4380,93.8300
69.3333,73.8500,125.4740,103.5140,125.4740,93.8120
69.4167,73.8140,125.5100,103.5320,125.5100,93.8120
69.5000,73.7960,125.5460,103.5500,125.5460,93.7940
69.5833,73.7600,125.5820,103.5680,125.5820,93.7760
69.6667,73.7420,125.6180,103.5860,125.6180,93.7580
69.7500,73.7240,125.6540,103.6040,125.6540,93.7400
69.8333,73.6880,125.6900,103.6220,125.6900,93.7220
69.9167,73.6700,125.7260,103.6400,125.7260,93.7040
70.0000,73.6340,125.7620,103.6580,125.7620,93.6860
70.0833,73.6160,125.7980,103.6760,125.7980,93.6680
70.1667,73.5980,125.8340,103.6940,125.8340,93.6500
70.2500,73.5620,125.8700,103.7120,125.8700,93.6320
70.3333,73.5440,125.9060,103.7300,125.9060,93.6140
70.4167,73.5080,125.9420,103.7480,125.9420,93.5960
70.5000,73.4900,125.9780,103.7660,125.9780,93.5780
70.5833,73.4720,126.0140,103.7660,126.0140,93.5600
70.6667,73.4540,126.0500,103.7840,126.0500,93.5420
70.7500,73.4180,126.0860,103.8020,126.0860,93.5240
70.8333,73.4000,126.1220,103.8200,126.1220,93.5060
70.9167,73.3820,126.1580,103.8380,126.1580,93.5060
71.0000,73.3460,126.1940,103.8560,126.1940,93.4880
71.0833,73.3280,126.2300,103.8740,126.2300,93.4700
71.1667,73.3100,126.2660,103.8920,126.2660,93.4520
71.2500,73.2920,126.3020,103.9100,126.3020,93.4340
71.3333,73.2560,126.3380,103.9280,126.3380,93.4160
71.4167,73.2380,126.3740,103.9460,126.3740,93.3980
71.5000,73.2200,126.4100,103.9640,126.4100,93.3800
71.5833,73.2020,126.4460,103.9820,126.4460,93.3620
71.6667,73.1840,126.4820,104.0000,126.4820,93.3440
71.7500,73.1660,126.5000,104.0180,126.5000,93.3260
71.8333,73.1300,126.5360,104.0360,126.5360,93.3080
71.9167,73.1120,126.5720,104.0540,126.5720,93.2900
72.0000,73.0940,126.6080,104.0720,126.6080,93.2900
72.0833,73.0760,126.6440,104.0900,126.6440,93.2720
72.1667,73.0580,126.6800,104.1080,126.6800,93.2540
72.2500,73.0400,126.7160,104.1260,126.7160,93.2360
72.3333,73.0220,126.7520,104.1440,126.7520,93.2180
72.4167,73.0040,126.7880,104.1620,126.7880,93.2000
72.5000,72.9680,126.8240,104.1620,126.8240,93.1820
72.5833,72.9500,126.8600,104.1800,126.8600,93.1640
72.6667,72.9320,126.8960,104.1980,126.8960,93.1460
72.7500,72.9140,126.9320,104.2160,126.9320,93.1460
72.8333,72.8960,126.9500,104.2340,126.9500,93.1280
72.9167,72.8780,126.9860,104.2520,126.9860,93.1100
73.0000,72.8600,127.0220,104.2700,127.0220,93.0920
73.0833,72.8420,127.0580,104.2880,127.0580,93.0740
73.1667,72.8240,127.0940,104.3060,127.0940,93.0560
73.2500,72.8060,127.1300,104.3240,127.1300,93.0560
73.3333,72.7880,127.1660,104.3420,127.1660,93.0380
73.4167,72.7880,127.2020,104.3600,127.2020,93.0200
73.5000,72.7700,127.2380,104.3780,127.2380,93.0200
73.5833,72.7520,127.2560,104.3960,127.2560,93.0020
73.6667,72.7520,127.2920,104.3960,127.2920,93.0020
73.7500,72.7340,127.3280,104.4140,127.3280,93.0020
73.8333,72.7340,127.3640,104.4320,127.3640,93.0020
73.9167,72.7160,127.4000,104.4500,127.4000,93.0020
74.0000,72.7160,127.4360,104.4680,127.4360,92.9840
74.0833,72.6980,127.4720,104.4860,127.4720,92.9840
74.1667,72.6980,127.4900,104.5040,127.4900,93.0020
74.2500,72.6980,127.5260,104.5220,127.5260,93.0020
74.3333,72.6980,127.5620,104.5400,127.5620,93.0020
74.4167,72.6980,127.5980,104.5580,127.5980,93.0200
74.5000,72.6980,127.6340,104.5760,127.6340,93.0200
74.5833,72.7160,127.6700,104.5940,127.6700,93.0380
74.6667,72.7160,127.7060,104.5940,127.7060,93.0560
74.7500,72.7340,127.7240,104.6120,127.7240,93.0740
74.8333,72.7340,127.7600,104.6300,127.7600,93.0920
74.9167,72.7520,127.7960,104.6480,127.7960,93.1100
75.0000,72.7700,127.8320,104.6660,127.8320,93.1280
75.0833,72.7880,127.8680,104.6840,127.8680,93.1640
75.1667,72.8060,127.9040,104.7020,127.9040,93.1820
75.2500,72.8240,127.9220,104.7200,127.9220,93.2000
75.3333,72.8420,127.9580,104.7380,127.9580,93.2360
75.4167,72.8780,127.9940,104.7560,127.9940,93.2540
75.5000,72.8960,128.0300,104.7740,128.0300,93.2900
75.5833,72.9320,128.0660,104.7740,128.0660,93.3080
75.6667,72.9680,128.0840,104.7920,128.0840,93.3440
75.7500,73.0040,128.1200,104.8100,128.1200,93.3620
75.8333,73.0400,128.1560,104.8280,128.1560,93.3980
75.9167,73.0760,128.1920,104.8460,128.1920,93.4340
76.0000,73.1120,128.2280,104.8640,128.2280,93.4520
76.0833,73.1480,128.2460,104.8820,128.2460,93.4880
76.1667,73.2020,128.2820,104.9000,128.2820,93.5240
76.2500,73.2560,128.3180,104.9180,128.3180,93.5600
76.3333,73.2920,128.3540,104.9180,128.3540,93.5780
76.4167,73.3460,128.3900,104.9360,128.3900,93.6140
76.5000,73.4000,128.4080,104.9540,128.4080,93.6500
76.5833,73.4540,128.4440,104.9720,128.4440,93.6680
76.6667,73.5260,128.4800,104.9900,128.4800,93.7040
76.7500,73.5800,128.5160,105.0080,128.5160,93.7400
76.8333,73.6340,128.5340,105.0260,128.5340,93.7580
76.9167,73.7060,128.5700,105.0440,128.5700,93.7940
