time_hrs,c_top,c_mid,c_bot,mid_quarter,mid_corner
77.0000,73.7780,128.6060,105.0620,128.6060,93.8120
77.0833,73.8320,128.6420,105.0620,128.6420,93.8480
77.1667,73.9040,128.6780,105.0800,128.6780,93.8840
77.2500,73.9760,128.6960,105.0980,128.6960,93.9020
77.3333,74.0480,128.7320,105.1160,128.7320,93.9380
77.4167,74.1200,128.7680,105.1340,128.7680,93.9560
77.5000,74.1920,128.8040,105.1520,128.8040,93.9920
77.5833,74.2820,128.8220,105.1700,128.8220,94.0100
77.6667,74.3540,128.8580,105.1880,128.8580,94.0280
77.7500,74.4260,128.8940,105.1880,128.8940,94.0640
77.8333,74.5160,128.9300,105.2060,128.9300,94.0820
77.9167,74.5880,128.9480,105.2240,128.9480,94.1000
78.0000,74.6780,128.9840,105.2420,128.9840,94.1180
78.0833,74.7500,129.0200,105.2600,129.0200,94.1540
78.1667,74.8400,129.0560,105.2780,129.0560,94.1720
78.2500,74.9120,129.0740,105.2960,129.0740,94.1900
78.3333,75.0020,129.1100,105.2960,129.1100,94.2260
78.4167,75.0740,129.1460,105.3140,129.1460,94.2440
78.5000,75.1640,129.1640,105.3320,129.1640,94.2800
78.5833,75.2540,129.2000,105.3500,129.2000,94.2980
78.6667,75.3260,129.2360,105.3680,129.2360,94.3340
78.7500,75.4160,129.2720,105.3860,129.2720,94.3700
78.8333,75.4880,129.2900,105.4040,129.2900,94.3880
78.9167,75.5780,129.3260,105.4040,129.3260,94.4240
79.0000,75.6500,129.3620,105.4220,129.3620,94.4600
79.0833,75.7400,129.3800,105.4400,129.3800,94.4960
79.1667,75.8120,129.4160,105.4580,129.4160,94.5320
79.2500,75.9020,129.4520,105.4760,129.4520,94.5500
79.3333,75.9740,129.4880,105.4940,129.4880,94.5860
79.4167,76.0640,129.5060,105.5120,129.5060,94.6040
79.5000,76.1360,129.5420,105.5120,129.5420,94.6400
79.5833,76.2080,129.5780,105.5300,129.5780,94.6580
79.6667,76.2980,129.5960,105.5480,129.5960,94.6940
79.7500,76.3700,129.6320,105.5660,129.6320,94.7120
79.8333,76.4420,129.6680,105.5840,129.6680,94.7300
79.9167,76.5140,129.6860,105.6020,129.6860,94.7480
80.0000,76.5860,129.7220,105.6020,129.7220,94.7660
80.0833,76.6580,129.7580,105.6200,129.7580,94.7840
80.1667,76.7300,129.7760,105.6380,129.7760,94.8020
80.2500,76.8020,129.8120,105.6560,129.8120,94.8200
80.3333,76.8740,129.8480,105.6740,129.8480,94.8380
80.4167,76.9460,129.8840,105.6920,129.8840,94.8560
80.5000,77.0180,129.9020,105.7100,129.9020,94.8560
80.5833,77.0720,129.9380,105.7100,129.9380,94.8740
80.6667,77.1440,129.9740,105.7280,129.9740,94.8920
80.7500,77.2160,129.9920,105.7460,129.9920,94.8920
80.8333,77.2700,130.0280,105.7640,130.0280,94.9100
80.9167,77.3420,130.0460,105.7820,130.0460,94.9100
81.0000,77.3960,130.0820,105.7820,130.0820,94.9280
81.0833,77.4500,130.1180,105.8000,130.1180,94.9280
81.1667,77.5220,130.1360,105.8180,130.1360,94.9460
81.2500,77.5760,130.1720,105.8360,130.1720,94.9460
81.3333,77.6300,130.2080,105.8540,130.2080,94.9640
81.4167,77.6840,130.2260,105.8720,130.2260,94.9640
81.5000,77.7380,130.2620,105.8720,130.2620,94.9820
81.5833,77.7920,130.2980,105.8900,130.2980,95.0000
81.6667,77.8460,130.3160,105.9080,130.3160,95.0000
81.7500,77.8820,130.3520,105.9260,130.3520,95.0180
81.8333,77.9360,130.3880,105.9440,130.3880,95.0360
81.9167,77.9900,130.4060,105.9620,130.4060,95.0540
82.0000,78.0260,130.4420,105.9620,130.4420,95.0720
82.0833,78.0800,130.4600,105.9800,130.4600,95.0900
82.1667,78.1160,130.4960,105.9980,130.4960,95.0900
82.2500,78.1520,130.5320,106.0160,130.5320,95.1080
82.3333,78.1880,130.5500,106.0340,130.5500,95.1260
82.4167,78.2240,130.5860,106.0340,130.5860,95.1440
82.5000,78.2600,130.6220,106.0520,130.6220,95.1440
82.5833,78.2780,130.6400,106.0700,130.6400,95.1620
82.6667,78.3140,130.6760,106.0880,130.6760,95.1620
82.7500,78.3320,130.6940,106.1060,130.6940,95.1800
82.8333,78.3500,130.7300,106.1060,130.7300,95.1800
82.9167,78.3680,130.7660,106.1240,130.7660,95.1800
83.0000,78.3860,130.7840,106.1420,130.7840,95.1980
83.0833,78.4040,130.8200,106.1600,130.8200,95.1980
83.1667,78.4220,130.8380,106.1780,130.8380,95.1980
83.2500,78.4220,130.8740,106.1780,130.8740,95.2160
83.3333,78.4400,130.9100,106.1960,130.9100,95.2160
83.4167,78.4400,130.9280,106.2140,130.9280,95.2160
83.5000,78.4400,130.9640,106.2320,130.9640,95.2160
83.5833,78.4400,130.9820,106.2500,130.9820,95.2160
83.6667,78.4400,131.0180,106.2500,131.0180,95.2160
83.7500,78.4400,131.0540,106.2680,131.0540,95.2340
83.8333,78.4400,131.0720,106.2860,131.0720,95.2340
83.9167,78.4400,131.1080,106.3040,131.1080,95.2340
84.0000,78.4220,131.1260,106.3220,131.1260,95.2340
84.0833,78.4220,131.1620,106.3220,131.1620,95.2340
84.1667,78.4040,131.1800,106.3400,131.1800,95.2340
84.2500,78.3860,131.2160,106.3580,131.2160,95.2340
84.3333,78.3860,131.2520,106.3760,131.2520,95.2520
84.4167,78.3680,131.2700,106.3940,131.2700,95.2520
84.5000,78.3500,131.3060,106.3940,131.3060,95.2700
84.5833,78.3140,131.3240,106.4120,131.3240,95.2700
84.6667,78.2960,131.3600,106.4300,131.3600,95.2880
84.7500,78.2780,131.3780,106.4480,131.3780,95.3060
84.8333,78.2420,131.4140,106.4660,131.4140,95.3240
84.9167,78.2240,131.4320,106.4660,131.4320,95.3420
85.0000,78.1880,131.4680,106.4840,131.4680,95.3600
85.0833,78.1700,131.5040,106.5020,131.5040,95.3780
85.1667,78.1340,131.5220,106.5200,131.5220,95.3780
85.2500,78.0980,131.5580,106.5200,131.5580,95.3960
85.3333,78.0620,131.5760,106.5380,131.5760,95.4140
85.4167,78.0080,131.6120,106.5560,131.6120,95.4320
85.5000,77.9720,131.6300,106.5740,131.6300,95.4320
85.5833,77.9360,131.6660,106.5920,131.6660,95.4500
85.6667,77.8820,131.6840,106.5920,131.6840,95.4500
85.7500,77.8280,131.7200,106.6100,131.7200,95.4500
85.8333,77.7920,131.7380,106.6280,131.7380,95.4500
85.9167,77.7380,131.7740,106.6460,131.7740,95.4680
86.0000,77.6840,131.7920,106.6460,131.7920,95.4680
86.0833,77.6300,131.8280,106.6640,131.8280,95.4680
86.1667,77.5760,131.8640,106.6820,131.8640,95.4500
86.2500,77.5040,131.8820,106.7000,131.8820,95.4500
86.3333,77.4500,131.9180,106.7180,131.9180,95.4500
86.4167,77.3960,131.9360,106.7180,131.9360,95.4500
86.5000,77.3420,131.9720,106.7360,131.9720,95.4500
86.5833,77.2880,131.9900,106.7540,131.9900,95.4320
86.6667,77.2160,132.0260,106.7720,132.0260,95.4320
86.7500,77.1620,132.0440,106.7720,132.0440,95.4140
86.8333,77.0900,132.0800,106.7900,132.0800,95.4140
86.9167,77.0360,132.0980,106.8080,132.0980,95.3960
87.0000,76.9640,132.1340,106.8260,132.1340,95.3960
87.0833,76.9100,132.1520,106.8260,132.1520,95.3780
87.1667,76.8380,132.1880,106.8440,132.1880,95.3780
87.2500,76.7840,132.2060,106.8620,132.2060,95.3600
87.3333,76.7120,132.2420,106.8800,132.2420,95.3600
87.4167,76.6580,132.2600,106.8800,132.2600,95.3420
87.5000,76.5860,132.2960,106.8980,132.2960,95.3420
87.5833,76.5320,132.3140,106.9160,132.3140,95.3240
87.6667,76.4780,132.3500,106.9340,132.3500,95.3240
87.7500,76.4060,132.3680,106.9340,132.3680,95.3060
87.8333,76.3520,132.4040,106.9520,132.4040,95.3060
87.9167,76.2980,132.4220,106.9700,132.4220,95.3060
88.0000,76.2440,132.4580,106.9880,132.4580,95.2880
88.0833,76.1900,132.4760,106.9880,132.4760,95.2880
88.1667,76.1360,132.4940,107.0060,132.4940,95.2880
88.2500,76.0820,132.5300,107.0240,132.5300,95.2700
88.3333,76.0280,132.5480,107.0420,132.5480,95.2700
88.4167,75.9740,132.5840,107.0420,132.5840,95.2700
88.5000,75.9200,132.6020,107.0600,132.6020,95.2700
88.5833,75.8660,132.6380,107.0780,132.6380,95.2520
88.6667,75.8120,132.6560,107.0960,132.6560,95.2520
88.7500,75.7580,132.6920,107.0960,132.6920,95.2520
88.8333,75.7040,132.7100,107.1140,132.7100,95.2520
88.9167,75.6500,132.7460,107.1320,132.7460,95.2520
89.0000,75.6140,132.7640,107.1500,132.7640,95.2520
89.0833,75.5600,132.8000,107.1500,132.8000,95.2340
89.1667,75.5060,132.8180,107.1680,132.8180,95.2340
89.2500,75.4700,132.8360,107.1860,132.8360,95.2340
89.3333,75.4160,132.8720,107.2040,132.8720,95.2340
89.4167,75.3620,132.8900,107.2040,132.8900,95.2340
89.5000,75.3260,132.9260,107.2220,132.9260,95.2160
89.5833,75.2720,132.9440,107.2400,132.9440,95.2160
89.6667,75.2360,132.9800,107.2580,132.9800,95.2160
89.7500,75.1820,132.9980,107.2580,132.9980,95.1980
89.8333,75.1460,133.0340,107.2760,133.0340,95.1980
89.9167,75.0920,133.0520,107.2940,133.0520,95.1800
90.0000,75.0560,133.0700,107.2940,133.0700,95.1800
90.0833,75.0020,133.1060,107.3120,133.1060,95.1620
90.1667,74.9660,133.1240,107.3300,133.1240,95.1620
90.2500,74.9300,133.1600,107.3480,133.1600,95.1440
90.3333,74.8760,133.1780,107.3480,133.1780,95.1440
90.4167,74.8400,133.2140,107.3660,133.2140,95.1260
90.5000,74.8040,133.2320,107.3840,133.2320,95.1260
90.5833,74.7500,133.2500,107.4020,133.2500,95.1080
90.6667,74.7140,133.2860,107.4020,133.2860,95.0900
90.7500,74.6780,133.3040,107.4200,133.3040,95.0900
90.8333,74.6420,133.3400,107.4380,133.3400,95.0720
90.9167,74.5880,133.3580,107.4380,133.3580,95.0540
91.0000,74.5520,133.3940,107.4560,133.3940,95.0360
91.0833,74.5160,133.4120,107.4740,133.4120,95.0180
91.1667,74.4800,133.4300,107.4920,133.4300,95.0180
91.2500,74.4440,133.4660,107.4920,133.4660,95.0000
91.3333,74.4080,133.4840,107.5100,133.4840,94.9820
91.4167,74.3720,133.5200,107.5280,133.5200,94.9640
91.5000,74.3360,133.5380,107.5280,133.5380,94.9460
91.5833,74.3000,133.5560,107.5460,133.5560,94.9280
91.6667,74.2640,133.5920,107.5640,133.5920,94.9100
91.7500,74.2280,133.6100,107.5820,133.6100,94.8920
91.8333,74.1920,133.6460,107.5820,133.6460,94.8740
91.9167,74.1560,133.6640,107.6000,133.6640,94.8560
92.0000,74.1200,133.6820,107.6180,133.6820,94.8380
92.0833,74.0840,133.7180,107.6180,133.7180,94.8200
92.1667,74.0480,133.7360,107.6360,133.7360,94.8020
92.2500,74.0120,133.7540,107.6540,133.7540,94.7840
92.3333,73.9760,133.7900,107.6720,133.7900,94.7660
92.4167,73.9580,133.8080,107.6720,133.8080,94.7480
92.5000,73.9220,133.8440,107.6900,133.8440,94.7480
92.5833,73.8860,133.8620,107.7080,133.8620,94.7300
92.6667,73.8500,133.8800,107.7080,133.8800,94.7120
92.7500,73.8140,133.9160,107.7260,133.9160,94.6940
92.8333,73.7960,133.9340,107.7440,133.9340,94.6760
92.9167,73.7600,133.9520,107.7440,133.9520,94.6760
93.0000,73.7240,133.9880,107.7620,133.9880,94.6580
93.0833,73.7060,134.0060,107.7800,134.0060,94.6400
93.1667,73.6700,134.0420,107.7980,134.0420,94.6400
93.2500,73.6340,134.0600,107.7980,134.0600,94.6220
93.3333,73.6160,134.0780,107.8160,134.0780,94.6040
93.4167,73.5800,134.1140,107.8340,134.1140,94.6040
93.5000,73.5440,134.1320,107.8340,134.1320,94.5860
93.5833,73.5260,134.1500,107.8520,134.1500,94.5680
93.6667,73.4900,134.1860,107.8700,134.1860,94.5680
93.7500,73.4540,134.2040,107.8700,134.2040,94.5500
93.8333,73.4360,134.2220,107.8880,134.2220,94.5320
93.9167,73.4000,134.2580,107.9060,134.2580,94.5140
94.0000,73.3820,134.2760,107.9240,134.2760,94.5140
94.0833,73.3460,134.2940,107.9240,134.2940,94.4960
94.1667,73.3280,134.3300,107.9420,134.3300,94.4780
94.2500,73.2920,134.3480,107.9600,134.3480,94.4600
94.3333,73.2740,134.3660,107.9600,134.3660,94.4420
94.4167,73.2380,134.4020,107.9780,134.4020,94.4240
94.5000,73.2200,134.4200,107.9960,134.4200,94.4060
94.5833,73.1840,134.4560,107.9960,134.4560,94.3880
94.6667,73.1660,134.4740,108.0140,134.4740,94.3700
94.7500,73.1480,134.4920,108.0320,134.4920,94.3520
94.8333,73.1120,134.5280,108.0320,134.5280,94.3340
94.9167,73.0940,134.5460,108.0500,134.5460,94.2980
95.0000,73.0580,134.5640,108.0680,134.5640,94.2800
95.0833,73.0400,134.5820,108.0680,134.5820,94.2620
95.1667,73.0220,134.6180,108.0860,134.6180,94.2440
95.2500,72.9860,134.6360,108.1040,134.6360,94.2080
95.3333,72.9680,134.6540,108.1040,134.6540,94.1900
95.4167,72.9320,134.6900,108.1220,134.6900,94.1720
95.5000,72.9140,134.7080,108.1400,134.7080,94.1540
95.5833,72.8960,134.7260,108.1580,134.7260,94.1540
95.6667,72.8600,134.7620,108.1580,134.7620,94.1360
95.7500,72.8420,134.7800,108.1760,134.7800,94.1180
95.8333,72.8240,134.7980,108.1940,134.7980,94.1000
95.9167,72.7880,134.8340,108.1940,134.8340,94.1000
96.0000,72.7700,134.8520,108.2120,134.8520,94.0820
96.0833,72.7520,134.8700,108.2300,134.8700,94.0820
96.1667,72.7340,134.9060,108.2300,134.9060,94.0640
96.2500,72.6980,134.9240,108.2480,134.9240,94.0640
96.3333,72.6800,134.9420,108.2660,134.9420,94.0460
96.4167,72.6620,134.9600,108.2660,134.9600,94.0280
96.5000,72.6260,134.9960,108.2840,134.9960,94.0280
96.5833,72.6080,135.0140,108.3020,135.0140,94.0100
96.6667,72.5900,135.0320,108.3020,135.0320,94.0100
96.7500,72.5720,135.0680,108.3200,135.0680,93.9920
96.8333,72.5360,135.0860,108.3380,135.0860,93.9920
96.9167,72.5180,135.1040,108.3380,135.1040,93.9740
97.0000,72.5000,135.1400,108.3560,135.1400,93.9560
97.0833,72.4820,135.1580,108.3740,135.1580,93.9560
97.1667,72.4640,135.1760,108.3740,135.1760,93.9380
97.2500,72.4460,135.1940,108.3920,135.1940,93.9380
97.3333,72.4280,135.2300,108.4100,135.2300,93.9200
97.4167,72.4100,135.2480,108.4100,135.2480,93.9200
97.5000,72.3920,135.2660,108.4280,135.2660,93.9020
97.5833,72.3740,135.2840,108.4460,135.2840,93.9020
97.6667,72.3560,135.3200,108.4460,135.3200,93.8840
97.7500,72.3560,135.3380,108.4640,135.3380,93.8840
97.8333,72.3380,135.3560,108.4640,135.3560,93.8660
97.9167,72.3200,135.3920,108.4820,135.3920,93.8660
98.0000,72.3200,135.4100,108.5000,135.4100,93.8660
98.0833,72.3020,135.4280,108.5000,135.4280,93.8480
98.1667,72.3020,135.4460,108.5180,135.4460,93.8480
98.2500,72.3020,135.4820,108.5360,135.4820,93.8480
98.3333,72.2840,135.5000,108.5360,135.5000,93.8480
98.4167,72.2840,135.5180,108.5540,135.5180,93.8480
98.5000,72.2840,135.5360,108.5720,135.5360,93.8480
98.5833,72.3020,135.5720,108.5720,135.5720,93.8660
98.6667,72.3020,135.5900,108.5900,135.5900,93.8660
98.7500,72.3020,135.6080,108.6080,135.6080,93.8660
98.8333,72.3200,135.6260,108.6080,135.6260,93.8840
98.9167,72.3200,135.6620,108.6260,135.6620,93.9020
99.0000,72.3380,135.6800,108.6440,135.6800,93.9020
99.0833,72.3560,135.6980,108.6440,135.6980,93.9200
99.1667,72.3740,135.7160,108.6620,135.7160,93.9380
99.2500,72.3920,135.7520,108.6800,135.7520,93.9560
99.3333,72.4100,135.7700,108.6800,135.7700,93.9740
99.4167,72.4280,135.7880,108.6980,135.7880,93.9920
99.5000,72.4640,135.8060,108.6980,135.8060,94.0280
99.5833,72.4820,135.8420,108.7160,135.8420,94.0460
99.6667,72.5180,135.8600,108.7340,135.8600,94.0640
99.7500,72.5540,135.8780,108.7340,135.8780,94.1000
99.8333,72.5900,135.8960,108.7520,135.8960,94.1180
99.9167,72.6260,135.9320,108.7700,135.9320,94.1540
100.0000,72.6620,135.9500,108.7700,135.9500,94.1900
100.0833,72.6980,135.9680,108.7880,135.9680,94.2080
100.1667,72.7520,135.9860,108.8060,135.9860,94.2440
100.2500,72.7880,136.0220,108.8060,136.0220,94.2620
100.3333,72.8420,136.0400,108.8240,136.0400,94.2980
100.4167,72.8960,136.0580,108.8420,136.0580,94.3160
100.5000,72.9320,136.0760,108.8420,136.0760,94.3340
100.5833,72.9860,136.0940,108.8600,136.0940,94.3700
100.6667,73.0400,136.1300,108.8600,136.1300,94.3880
100.7500,73.0940,136.1480,108.8780,136.1480,94.4060
100.8333,73.1660,136.1660,108.8960,136.1660,94.4240
100.9167,73.2200,136.1840,108.8960,136.1840,94.4420
101.0000,73.2740,136.2200,108.9140,136.2200,94.4600
101.0833,73.3460,136.2380,108.9320,136.2380,94.4600
101.1667,73.4000,136.2560,108.9320,136.2560,94.4780
101.2500,73.4720,136.2740,108.9500,136.2740,94.4960
101.3333,73.5260,136.2920,108.9500,136.2920,94.5140
101.4167,73.5980,136.3280,108.9680,136.3280,94.5320
101.5000,73.6700,136.3460,108.9860,136.3460,94.5500
101.5833,73.7420,136.3640,108.9860,136.3640,94.5680
101.6667,73.7960,136.3820,109.0040,136.3820,94.5680
101.7500,73.8680,136.4000,109.0220,136.4000,94.5860
101.8333,73.9400,136.4360,109.0220,136.4360,94.6040
101.9167,74.0120,136.4540,109.0400,136.4540,94.6220
102.0000,74.0840,136.4720,109.0400,136.4720,94.6400
102.0833,74.1560,136.4900,109.0580,136.4900,94.6580
102.1667,74.2280,136.5080,109.0760,136.5080,94.6760
102.2500,74.3000,136.5440,109.0760,136.5440,94.6940
102.3333,74.3900,136.5620,109.0940,136.5620,94.7120
102.4167,74.4620,136.5800,109.1120,136.5800,94.7300
102.5000,74.5340,136.5980,109.1120,136.5980,94.7480
102.5833,74.6060,136.6160,109.1300,136.6160,94.7660
102.6667,74.6960,136.6340,109.1300,136.6340,94.7840
102.7500,74.7680,136.6700,109.1480,136.6700,94.8020
102.8333,74.8580,136.6880,109.1660,136.6880,94.8200
102.9167,74.9300,136.7060,109.1660,136.7060,94.8380
103.0000,75.0020,136.7240,109.1840,136.7240,94.8560
103.0833,75.0920,136.7420,109.1840,136.7420,94.8740
103.1667,75.1640,136.7780,109.2020,136.7780,94.8920
103.2500,75.2540,136.7960,109.2200,136.7960,94.9100
103.3333,75.3260,136.8140,109.2200,136.8140,94.9280
103.4167,75.4160,136.8320,109.2380,136.8320,94.9280
103.5000,75.4880,136.8500,109.2560,136.8500,94.9460
103.5833,75.5600,136.8680,109.2560,136.8680,94.9640
103.6667,75.6500,136.9040,109.2740,136.9040,94.9820
103.7500,75.7220,136.9220,109.2740,136.9220,94.9820
103.8333,75.7940,136.9400,109.2920,136.9400,95.0000
103.9167,75.8660,136.9580,109.3100,136.9580,95.0180
104.0000,75.9560,136.9760,109.3100,136.9760,95.0180
104.0833,76.0280,136.9940,109.3280,136.9940,95.0360
104.1667,76.1000,137.0300,109.3280,137.0300,95.0540
104.2500,76.1720,137.0480,109.3460,137.0480,95.0540
104.3333,76.2440,137.0660,109.3640,137.0660,95.0720
104.4167,76.3160,137.0840,109.3640,137.0840,95.0900
104.5000,76.3700,137.1020,109.3820,137.1020,95.1080
104.5833,76.4420,137.1200,109.3820,137.1200,95.1080
104.6667,76.5140,137.1560,109.4000,137.1560,95.1260
104.7500,76.5680,137.1740,109.4180,137.1740,95.1440
104.8333,76.6400,137.1920,109.4180,137.1920,95.1620
104.9167,76.6940,137.2100,109.4360,137.2100,95.1800
105.0000,76.7660,137.2280,109.4360,137.2280,95.1980
105.0833,76.8200,137.2460,109.4540,137.2460,95.2160
105.1667,76.8740,137.2640,109.4720,137.2640,95.2340
105.2500,76.9280,137.3000,109.4720,137.3000,95.2520
105.3333,76.9820,137.3180,109.4900,137.3180,95.2700
105.4167,77.0360,137.3360,109.4900,137.3360,95.2880
105.5000,77.0900,137.3540,109.5080,137.3540,95.3060
105.5833,77.1260,137.3720,109.5260,137.3720,95.3420
105.6667,77.1800,137.3900,109.5260,137.3900,95.3600
105.7500,77.2160,137.4080,109.5440,137.4080,95.3780
105.8333,77.2700,137.4260,109.5440,137.4260,95.3960
105.9167,77.3060,137.4620,109.5620,137.4620,95.4140
106.0000,77.3420,137.4800,109.5800,137.4800,95.4320
106.0833,77.3780,137.4980,109.5800,137.4980,95.4500
106.1667,77.4140,137.5160,109.5980,137.5160,95.4680
106.2500,77.4500,137.5340,109.5980,137.5340,95.4860
106.3333,77.4860,137.5520,109.6160,137.5520,95.5040
106.4167,77.5040,137.5700,109.6160,137.5700,95.5220
106.5000,77.5400,137.6060,109.6340,137.6060,95.5220
106.5833,77.5580,137.6240,109.6520,137.6240,95.5400
106.6667,77.5940,137.6420,109.6520,137.6420,95.5400
106.7500,77.6120,137.6600,109.6700,137.6600,95.5400
106.8333,77.6300,137.6780,109.6700,137.6780,95.5400
106.9167,77.6480,137.6960,109.6880,137.6960,95.5400
107.0000,77.6660,137.7140,109.7060,137.7140,95.5400
107.0833,77.6840,137.7320,109.7060,137.7320,95.5400
107.1667,77.6840,137.7500,109.7240,137.7500,95.5400
107.2500,77.7020,137.7860,109.7240,137.7860,95.5400
107.3333,77.7200,137.8040,109.7420,137.8040,95.5400
107.4167,77.7200,137.8220,109.7420,137.8220,95.5400
107.5000,77.7200,137.8400,109.7600,137.8400,95.5400
107.5833,77.7200,137.8580,109.7780,137.8580,95.5400
107.6667,77.7200,137.8760,109.7780,137.8760,95.5580
107.7500,77.7200,137.8940,109.7960,137.8940,95.5580
107.8333,77.7200,137.9120,109.7960,137.9120,95.5580
107.9167,77.7200,137.9300,109.8140,137.9300,95.5580
108.0000,77.7200,137.9480,109.8320,137.9480,95.5580
108.0833,77.7020,137.9840,109.8320,137.9840,95.5760
108.1667,77.7020,138.0020,109.8500,138.0020,95.5760
108.2500,77.6840,138.0200,109.8500,138.0200,95.5760
108.3333,77.6660,138.0380,109.8680,138.0380,95.5760
108.4167,77.6480,138.0560,109.8680,138.0560,95.5760
108.5000,77.6300,138.0740,109.8860,138.0740,95.5940
108.5833,77.6120,138.0920,109.9040,138.0920,95.5940
108.6667,77.5940,138.1100,109.9040,138.1100,95.5940
108.7500,77.5580,138.1280,109.9220,138.1280,95.5940
108.8333,77.5400,138.1460,109.9220,138.1460,95.5940
108.9167,77.5040,138.1640,109.9400,138.1640,95.5940
109.0000,77.4680,138.2000,109.9400,138.2000,95.5940
109.0833,77.4500,138.2180,109.9580,138.2180,95.5940
109.1667,77.4140,138.2360,109.9760,138.2360,95.5940
109.2500,77.3780,138.2540,109.9760,138.2540,95.5940
109.3333,77.3240,138.2720,109.9940,138.2720,95.5760
109.4167,77.2880,138.2900,109.9940,138.2900,95.5760
109.5000,77.2520,138.3080,110.0120,138.3080,95.5580
109.5833,77.1980,138.3260,110.0120,138.3260,95.5580
109.6667,77.1620,138.3440,110.0300,138.3440,95.5400
109.7500,77.1080,138.3620,110.0300,138.3620,95.5220
109.8333,77.0540,138.3800,110.0480,138.3800,95.5040
109.9167,77.0000,138.3980,110.0660,138.3980,95.4860
110.0000,76.9460,138.4160,110.0660,138.4160,95.4680
110.0833,76.8920,138.4520,110.0840,138.4520,95.4500
110.1667,76.8380,138.4700,110.0840,138.4700,95.4320
110.2500,76.7840,138.4880,110.1020,138.4880,95.4140
110.3333,76.7300,138.5060,110.1020,138.5060,95.3960
110.4167,76.6760,138.5240,110.1200,138.5240,95.3780
110.5000,76.6040,138.5420,110.1380,138.5420,95.3600
110.5833,76.5500,138.5600,110.1380,138.5600,95.3240
110.6667,76.4960,138.5780,110.1560,138.5780,95.3060
110.7500,76.4240,138.5960,110.1560,138.5960,95.2880
110.8333,76.3700,138.6140,110.1740,138.6140,95.2700
110.9167,76.3160,138.6320,110.1740,138.6320,95.2520
111.0000,76.2440,138.6500,110.1920,138.6500,95.2160
111.0833,76.1900,138.6680,110.1920,138.6680,95.1980
111.1667,76.1180,138.6860,110.2100,138.6860,95.1800
111.2500,76.0640,138.7040,110.2280,138.7040,95.1620
111.3333,75.9920,138.7220,110.2280,138.7220,95.1440
111.4167,75.9380,138.7400,110.2460,138.7400,95.1080
111.5000,75.8840,138.7580,110.2460,138.7580,95.0900
111.5833,75.8120,138.7940,110.2640,138.7940,95.0720
111.6667,75.7580,138.8120,110.2640,138.8120,95.0540
111.7500,75.7040,138.8300,110.2820,138.8300,95.0360
111.8333,75.6500,138.8480,110.2820,138.8480,95.0000
111.9167,75.5780,138.8660,110.3000,138.8660,94.9820
112.0000,75.5240,138.8840,110.3180,138.8840,94.9640
112.0833,75.4700,138.9020,110.3180,138.9020,94.9460
112.1667,75.4160,138.9200,110.3360,138.9200,94.9280
112.2500,75.3620,138.9380,110.3360,138.9380,94.8920
112.3333,75.3080,138.9560,110.3540,138.9560,94.8740
112.4167,75.2540,138.9740,110.3540,138.9740,94.8560
112.5000,75.2000,138.9920,110.3720,138.9920,94.8380
112.5833,75.1460,139.0100,110.3720,139.0100,94.8020
112.6667,75.0920,139.0280,110.3900,139.0280,94.7840
112.7500,75.0560,139.0460,110.3900,139.0460,94.7660
112.8333,75.0020,139.0640,110.4080,139.0640,94.7480
112.9167,74.9480,139.0820,110.4260,139.0820,94.7120
113.0000,74.8940,139.1000,110.4260,139.1000,94.6940
113.0833,74.8580,139.1180,110.4440,139.1180,94.6760
113.1667,74.8040,139.1360,110.4440,139.1360,94.6400
113.2500,74.7500,139.1540,110.4620,139.1540,94.6220
113.3333,74.7140,139.1720,110.4620,139.1720,94.6040
113.4167,74.6600,139.1900,110.4800,139.1900,94.5860
113.5000,74.6060,139.2080,110.4800,139.2080,94.5680
113.5833,74.5700,139.2260,110.4980,139.2260,94.5320
113.6667,74.5160,139.2440,110.4980,139.2440,94.5140
113.7500,74.4800,139.2620,110.5160,139.2620,94.4960
113.8333,74.4260,139.2800,110.5160,139.2800,94.4780
113.9167,74.3900,139.2980,110.5340,139.2980,94.4600
114.0000,74.3540,139.3160,110.5520,139.3160,94.4420
114.0833,74.3000,139.3340,110.5520,139.3340,94.4240
114.1667,74.2640,139.3520,110.5700,139.3520,94.4060
114.2500,74.2280,139.3700,110.5700,139.3700,94.3880
114.3333,74.1740,139.3880,110.5880,139.3880,94.3700
114.4167,74.1380,139.4060,110.5880,139.4060,94.3520
114.5000,74.1020,139.4240,110.6060,139.4240,94.3340
114.5833,74.0480,139.4420,110.6060,139.4420,94.3160
114.6667,74.0120,139.4600,110.6240,139.4600,94.2980
114.7500,73.9760,139.4780,110.6240,139.4780,94.2800
114.8333,73.9400,139.4960,110.6420,139.4960,94.2620
114.9167,73.9040,139.5140,110.6420,139.5140,94.2620
115.0000,73.8680,139.5320,110.6600,139.5320,94.2440
115.0833,73.8140,139.5500,110.6600,139.5500,94.2260
115.1667,73.7780,139.5680,110.6780,139.5680,94.2080
115.2500,73.7420,139.5860,110.6780,139.5860,94.2080
115.3333,73.7060,139.6040,110.6960,139.6040,94.1900
115.4167,73.6700,139.6220,110.7140,139.6220,94.1720
115.5000,73.6340,139.6400,110.7140,139.6400,94.1540
115.5833,73.5980,139.6580,110.7320,139.6580,94.1360
115.6667,73.5620,139.6760,110.7320,139.6760,94.1180
