time_hrs,T_engine_F,T_cw_F,delta_F
0.0833,73.0000,73.0040,-0.00400
0.1667,73.0000,73.0040,-0.00400
0.2500,73.0000,73.0040,-0.00400
0.3333,73.0000,73.0040,-0.00400
0.4167,73.0000,73.0040,-0.00400
0.5000,73.0000,73.0040,-0.00400
0.5833,73.0000,73.0040,-0.00400
0.6667,73.0000,73.0040,-0.00400
0.7500,73.0000,73.0040,-0.00400
0.8333,73.0000,73.0040,-0.00400
0.9167,73.0000,73.0040,-0.00400
1.0000,73.0000,73.0040,-0.00400
1.0833,73.0000,73.0040,-0.00400
1.1667,73.0000,73.0040,-0.00400
1.2500,73.0000,73.0040,-0.00400
1.3333,73.0000,73.0040,-0.00400
1.4167,73.0000,73.0040,-0.00399
1.5000,73.0000,73.0040,-0.00399
1.5833,73.0000,73.0040,-0.00397
1.6667,73.0001,73.0040,-0.00395
1.7500,73.0001,73.0040,-0.00390
1.8333,73.0002,73.0040,-0.00383
1.9167,73.0003,73.0040,-0.00372
2.0000,73.0005,73.0040,-0.00355
2.0833,73.0007,73.0040,-0.00330
2.1667,73.0010,73.0040,-0.00296
2.2500,73.0015,73.0040,-0.00249
2.3333,73.0021,73.0040,-0.00186
2.4167,73.0030,73.0040,-0.00103
2.5000,73.0040,73.0040,0.00003
2.5833,73.0054,73.0040,0.00138
2.6667,73.0071,73.0040,0.00305
2.7500,73.0091,73.0040,0.00510
2.8333,73.0116,73.0040,0.00759
2.9167,73.0146,73.0040,0.01056
3.0000,73.0181,73.0220,-0.00391
3.0833,73.0222,73.0220,0.00022
3.1667,73.0270,73.0220,0.00502
3.2500,73.0326,73.0220,0.01055
3.3333,73.0389,73.0400,-0.00112
3.4167,73.0461,73.0400,0.00607
3.5000,73.0542,73.0400,0.01417
3.5833,73.0632,73.0580,0.00524
3.6667,73.0734,73.0580,0.01537
3.7500,73.0846,73.0760,0.00858
3.8333,73.0969,73.0760,0.02094
3.9167,73.1105,73.0940,0.01653
4.0000,73.1254,73.1120,0.01336
4.0833,73.1415,73.1300,0.01150
4.1667,73.1590,73.1480,0.01103
4.2500,73.1779,73.1660,0.01194
4.3333,73.1983,73.1840,0.01430
4.4167,73.2202,73.2020,0.01819
4.5000,73.2436,73.2200,0.02357
4.5833,73.2685,73.2380,0.03053
4.6667,73.2951,73.2560,0.03911
4.7500,73.3233,73.2920,0.03130
4.8333,73.3532,73.3100,0.04316
4.9167,73.3847,73.3460,0.03873
5.0000,73.4180,73.3820,0.03599
5.0833,73.4530,73.4000,0.05298
5.1667,73.4898,73.4360,0.05377
5.2500,73.5283,73.4720,0.05628
5.3333,73.5686,73.5080,0.06059
5.4167,73.6107,73.5440,0.06675
5.5000,73.6547,73.5800,0.07467
5.5833,73.7004,73.6340,0.06641
5.6667,73.7480,73.6700,0.07804
5.7500,73.7974,73.7240,0.07345
5.8333,73.8487,73.7600,0.08870
5.9167,73.9019,73.8140,0.08786
6.0000,73.9568,73.8680,0.08880
6.0833,74.0136,73.9220,0.09158
6.1667,74.0723,73.9580,0.11429
6.2500,74.1328,74.0300,0.10276
6.3333,74.1951,74.0840,0.11107
6.4167,74.2593,74.1380,0.12129
6.5000,74.3253,74.1920,0.13326
6.5833,74.3931,74.2640,0.12905
6.6667,74.4627,74.3180,0.14474
6.7500,74.5342,74.3900,0.14415
6.8333,74.6074,74.4440,0.16335
6.9167,74.6824,74.5160,0.16643
7.0000,74.7592,74.5880,0.17120
7.0833,74.8377,74.6600,0.17772
7.1667,74.9181,74.7320,0.18610
7.2500,75.0001,74.8040,0.19611
7.3333,75.0838,74.8940,0.18985
7.4167,75.1694,74.9660,0.20340
7.5000,75.2565,75.0380,0.21855
7.5833,75.3454,75.1280,0.21738
7.6667,75.4360,75.2000,0.23598
7.7500,75.5281,75.2900,0.23813
7.8333,75.6219,75.3800,0.24192
7.9167,75.7174,75.4520,0.26544
8.0000,75.8145,75.5420,0.27246
8.0833,75.9131,75.6320,0.28106
8.1667,76.0134,75.7220,0.29136
8.2500,76.1151,75.8300,0.28509
8.3333,76.2184,75.9200,0.29836
8.4167,76.3233,76.0100,0.31328
8.5000,76.4296,76.1000,0.32959
8.5833,76.5374,76.2080,0.32938
8.6667,76.6468,76.2980,0.34877
8.7500,76.7575,76.4060,0.35149
8.8333,76.8696,76.5140,0.35565
8.9167,76.9834,76.6040,0.37936
9.0000,77.0983,76.7120,0.38635
9.0833,77.2147,76.8200,0.39471
9.1667,77.3326,76.9280,0.40459
9.2500,77.4517,77.0360,0.41568
9.3333,77.5721,77.1440,0.42811
9.4167,77.6940,77.2520,0.44200
9.5000,77.8170,77.3600,0.45704
9.5833,77.9414,77.4860,0.45537
9.6667,78.0671,77.5940,0.47312
9.7500,78.1940,77.7020,0.49196
9.8333,78.3220,77.8280,0.49404
9.9167,78.4515,77.9360,0.51549
10.0000,78.5820,78.0620,0.51999
10.0833,78.7137,78.1700,0.54367
10.1667,78.8467,78.2960,0.55067
10.2500,78.9807,78.4220,0.55867
10.3333,79.1158,78.5480,0.56780
10.4167,79.2522,78.6560,0.59621
10.5000,79.3896,78.7820,0.60756
10.5833,79.5280,78.9080,0.62000
10.6667,79.6677,79.0340,0.63367
10.7500,79.8082,79.1600,0.64824
10.8333,79.9498,79.2860,0.66384
10.9167,80.0926,79.4300,0.66263
11.0000,80.2363,79.5560,0.68026
11.0833,80.3809,79.6820,0.69889
11.1667,80.5267,79.8080,0.71867
11.2500,80.6732,79.9520,0.72123
11.3333,80.8207,80.0780,0.74274
11.4167,80.9694,80.2040,0.76537
11.5000,81.1187,80.3480,0.77073
11.5833,81.2690,80.4920,0.77699
11.6667,81.4203,80.6180,0.80233
11.7500,81.5724,80.7620,0.81036
11.8333,81.7252,80.8880,0.83725
11.9167,81.8792,81.0320,0.84717
12.0000,82.0337,81.1760,0.85774
12.0833,82.1891,81.3200,0.86912
12.1667,82.3455,81.4460,0.89950
12.2500,82.5025,81.5900,0.91248
12.3333,82.6602,81.7340,0.92624
12.4167,82.8190,81.8780,0.94095
12.5000,82.9782,82.0220,0.95622
12.5833,83.1382,82.1660,0.97223
12.6667,83.2992,82.3100,0.98916
12.7500,83.4606,82.4540,1.00661
12.8333,83.6228,82.5980,1.02475
12.9167,83.7858,82.7420,1.04378
13.0000,83.9493,82.8860,1.06328
13.0833,84.1134,83.0480,1.06544
13.1667,84.2785,83.1920,1.08645
13.2500,84.4439,83.3360,1.10790
13.3333,84.6100,83.4800,1.12997
13.4167,84.7769,83.6420,1.13486
13.5000,84.9441,83.7860,1.15814
13.5833,85.1120,83.9300,1.18201
13.6667,85.2807,84.0920,1.18866
13.7500,85.4497,84.2360,1.21367
13.8333,85.6192,84.3800,1.23923
13.9167,85.7895,84.5420,1.24754
14.0000,85.9602,84.6860,1.27418
14.0833,86.1313,84.8480,1.28333
14.1667,86.3032,84.9920,1.31120
14.2500,86.4754,85.1540,1.32136
14.3333,86.6480,85.3160,1.33200
14.4167,86.8213,85.4600,1.36133
14.5000,86.9949,85.6220,1.37291
14.5833,87.1689,85.7660,1.40295
14.6667,87.3436,85.9280,1.41563
14.7500,87.5185,86.0900,1.42854
14.8333,87.6939,86.2520,1.44188
14.9167,87.8698,86.3960,1.47383
15.0000,88.0460,86.5580,1.48797
15.0833,88.2225,86.7200,1.50251
15.1667,88.3996,86.8640,1.53564
15.2500,88.5769,87.0260,1.55093
15.3333,88.7546,87.1880,1.56657
15.4167,88.9328,87.3500,1.58279
15.5000,89.1111,87.5120,1.59913
15.5833,89.2898,87.6740,1.61580
15.6667,89.4690,87.8180,1.65101
15.7500,89.6483,87.9800,1.66832
15.8333,89.8279,88.1420,1.68593
15.9167,90.0081,88.3040,1.70405
16.0000,90.1882,88.4660,1.72224
16.0833,90.3687,88.6280,1.74071
16.1667,90.5497,88.7900,1.75966
16.2500,90.7307,88.9520,1.77866
16.3333,90.9119,89.1140,1.79790
16.4167,91.0936,89.2760,1.81760
16.5000,91.2753,89.4380,1.83731
16.5833,91.4572,89.6000,1.85724
16.6667,91.6396,89.7620,1.87761
16.7500,91.8220,89.9240,1.89797
16.8333,92.0045,90.0860,1.91852
16.9167,92.1875,90.2480,1.93948
17.0000,92.3704,90.4100,1.96041
17.0833,92.5535,90.5720,1.98150
17.1667,92.7370,90.7340,2.00298
17.2500,92.9204,90.8960,2.02440
17.3333,93.1040,91.0580,2.04596
17.4167,93.2879,91.2200,2.06788
17.5000,93.4717,91.3820,2.08972
17.5833,93.6557,91.5440,2.11168
17.6667,93.8400,91.7060,2.13398
17.7500,94.0242,91.8680,2.15617
17.8333,94.2085,92.0300,2.17846
17.9167,94.3931,92.1920,2.20106
18.0000,94.5775,92.3540,2.22353
18.0833,94.7621,92.5160,2.24608
18.1667,94.9469,92.6780,2.26892
18.2500,95.1316,92.8580,2.27361
18.3333,95.3164,93.0200,2.29635
18.4167,95.5014,93.1820,2.31937
18.5000,95.6862,93.3440,2.34221
18.5833,95.8711,93.5060,2.36508
18.6667,96.0562,93.6680,2.38821
18.7500,96.2411,93.8300,2.41113
18.8333,96.4261,93.9920,2.43407
18.9167,96.6112,94.1540,2.45725
19.0000,96.7962,94.3160,2.48020
19.0833,96.9812,94.4780,2.50315
19.1667,97.1663,94.6400,2.52631
19.2500,97.3512,94.8200,2.53124
19.3333,97.5361,94.9820,2.55414
19.4167,97.7212,95.1440,2.57723
19.5000,97.9061,95.3060,2.60006
19.5833,98.0909,95.4680,2.62285
19.6667,98.2758,95.6300,2.64582
19.7500,98.4605,95.7920,2.66851
19.8333,98.6451,95.9540,2.69113
19.9167,98.8299,96.1160,2.71392
20.0000,99.0144,96.2780,2.73641
20.0833,99.1988,96.4400,2.75882
20.1667,99.3834,96.6020,2.78136
20.2500,99.5676,96.7640,2.80360
20.3333,99.7517,96.9260,2.82574
20.4167,99.9360,97.0880,2.84800
20.5000,100.1199,97.2500,2.86994
20.5833,100.3038,97.4120,2.89176
20.6667,100.4877,97.5740,2.91368
20.7500,100.6713,97.7360,2.93526
20.8333,100.8547,97.8980,2.95672
20.9167,101.0383,98.0600,2.97825
21.0000,101.2214,98.2220,2.99943
21.0833,101.4045,98.3840,3.02047
21.1667,101.5876,98.5460,3.04158
21.2500,101.7703,98.7080,3.06231
21.3333,101.9529,98.8700,3.08288
21.4167,102.1355,99.0320,3.10351
21.5000,102.3178,99.1940,3.12375
21.5833,102.4998,99.3380,3.16182
21.6667,102.6819,99.5000,3.18193
21.7500,102.8636,99.6620,3.20163
21.8333,103.0451,99.8240,3.22115
21.9167,103.2267,99.9860,3.24069
22.0000,103.4078,100.1480,3.25982
22.0833,103.5887,100.3100,3.27875
22.1667,103.7697,100.4540,3.31568
22.2500,103.9502,100.6160,3.33419
22.3333,104.1305,100.7780,3.35249
22.4167,104.3108,100.9400,3.37078
22.5000,104.4906,101.1020,3.38863
22.5833,104.6703,101.2460,3.42426
22.6667,104.8499,101.4080,3.44187
22.7500,105.0290,101.5700,3.45903
22.8333,105.2079,101.7320,3.47595
22.9167,105.3868,101.8760,3.51084
23.0000,105.5653,102.0380,3.52727
23.0833,105.7434,102.2000,3.54344
23.1667,105.9216,102.3440,3.57758
23.2500,106.0992,102.5060,3.59324
23.3333,106.2766,102.6680,3.60864
23.4167,106.4540,102.8120,3.64199
23.5000,106.6309,102.9740,3.65685
23.5833,106.8074,103.1180,3.68945
23.6667,106.9840,103.2800,3.70397
23.7500,107.1600,103.4420,3.71801
23.8333,107.3358,103.5860,3.74975
23.9167,107.5114,103.7480,3.76343
24.0000,107.6866,103.8920,3.79460
24.0833,107.8615,104.0540,3.80748
24.1667,108.0363,104.1980,3.83827
24.2500,108.2106,104.3600,3.85055
24.3333,108.3845,104.5040,3.88053
24.4167,108.5584,104.6660,3.89241
24.5000,108.7318,104.8100,3.92177
24.5833,108.9048,104.9720,3.93282
24.6667,109.0778,105.1160,3.96176
24.7500,109.2502,105.2600,3.99018
24.8333,109.4223,105.4220,4.00028
24.9167,109.5943,105.5660,4.02825
25.0000,109.7657,105.7100,4.05570
25.0833,109.9368,105.8720,4.06481
25.1667,110.1078,106.0160,4.09180
25.2500,110.2783,106.1600,4.11825
25.3333,110.4484,106.3220,4.12636
25.4167,110.6183,106.4660,4.15234
25.5000,110.7878,106.6100,4.17777
25.5833,110.9569,106.7540,4.20286
25.6667,111.1258,106.9160,4.20980
25.7500,111.2942,107.0600,4.23419
25.8333,111.4622,107.2040,4.25823
25.9167,111.6301,107.3480,4.28211
26.0000,111.7974,107.4920,4.30544
26.0833,111.9644,107.6360,4.32841
26.1667,112.1312,107.7800,4.35122
26.2500,112.2975,107.9240,4.37346
26.3333,112.4633,108.0860,4.37734
26.4167,112.6291,108.2300,4.39906
26.5000,112.7942,108.3740,4.42020
26.5833,112.9590,108.5180,4.44098
26.6667,113.1236,108.6620,4.46158
26.7500,113.2876,108.8060,4.48161
26.8333,113.4513,108.9500,4.50126
26.9167,113.6147,109.0760,4.53873
27.0000,113.7776,109.2200,4.55763
27.0833,113.9401,109.3640,4.57614
27.1667,114.1025,109.5080,4.59446
27.2500,114.2642,109.6520,4.61221
27.3333,114.4256,109.7960,4.62957
27.4167,114.5867,109.9400,4.64673
27.5000,114.7473,110.0660,4.68132
27.5833,114.9075,110.2100,4.69751
27.6667,115.0675,110.3540,4.71350
27.7500,115.2269,110.4980,4.72891
27.8333,115.3859,110.6420,4.74392
27.9167,115.5447,110.7680,4.77672
28.0000,115.7029,110.9120,4.79094
28.0833,115.8608,111.0560,4.80475
28.1667,116.0184,111.1820,4.83636
28.2500,116.1754,111.3260,4.84938
28.3333,116.3320,111.4520,4.87999
28.4167,116.4884,111.5960,4.89239
28.5000,116.6442,111.7400,4.90419
28.5833,116.7996,111.8660,4.93359
28.6667,116.9548,112.0100,4.94477
28.7500,117.1094,112.1360,4.97336
28.8333,117.2635,112.2800,4.98353
28.9167,117.4175,112.4060,5.01148
29.0000,117.5708,112.5500,5.02084
29.0833,117.7238,112.6760,5.04778
29.1667,117.8765,112.8200,5.05650
29.2500,118.0286,112.9460,5.08262
29.3333,118.1803,113.0720,5.10832
29.4167,118.3318,113.2160,5.11579
29.5000,118.4827,113.3420,5.14067
29.5833,118.6331,113.4680,5.16513
29.6667,118.7834,113.6120,5.17135
29.7500,118.9330,113.7380,5.19498
29.8333,119.0822,113.8640,5.21818
29.9167,119.2312,113.9900,5.24115
30.0000,119.3795,114.1340,5.24552
30.0833,119.5275,114.2600,5.26747
30.1667,119.6752,114.3860,5.28918
30.2500,119.8223,114.5120,5.31029
30.3333,119.9690,114.6380,5.33098
30.4167,120.1154,114.7640,5.35142
30.5000,120.2613,114.8900,5.37127
30.5833,120.4067,115.0160,5.39069
30.6667,120.5519,115.1600,5.39187
30.7500,120.6964,115.2860,5.41045
30.8333,120.8406,115.4120,5.42860
30.9167,120.9845,115.5380,5.44651
31.0000,121.1278,115.6640,5.46382
31.0833,121.2707,115.7720,5.49870
31.1667,121.4133,115.8980,5.51534
31.2500,121.5554,116.0240,5.53138
31.3333,121.6970,116.1500,5.54699
31.4167,121.8384,116.2760,5.56235
31.5000,121.9791,116.4020,5.57712
31.5833,122.1195,116.5280,5.59146
31.6667,122.2595,116.6540,5.60555
31.7500,122.3990,116.7620,5.63704
31.8333,122.5381,116.8880,5.65011
31.9167,122.6769,117.0140,5.66292
32.0000,122.8151,117.1400,5.67514
32.0833,122.9529,117.2480,5.70494
32.1667,123.0905,117.3740,5.71648
32.2500,123.2274,117.5000,5.72743
32.3333,123.3640,117.6080,5.75595
32.4167,123.5002,117.7340,5.76622
32.5000,123.6359,117.8600,5.77590
32.5833,123.7712,117.9680,5.80315
32.6667,123.9061,118.0940,5.81215
32.7500,124.0406,118.2020,5.83855
32.8333,124.1745,118.3280,5.84654
32.9167,124.3083,118.4360,5.87227
33.0000,124.4414,118.5620,5.87941
33.0833,124.5741,118.6700,5.90413
33.1667,124.7066,118.7960,5.91059
33.2500,124.8385,118.9040,5.93447
33.3333,124.9699,119.0300,5.93992
33.4167,125.1011,119.1380,5.96312
33.5000,125.2317,119.2460,5.98574
33.5833,125.3619,119.3720,5.98994
33.6667,125.4919,119.4800,6.01187
33.7500,125.6212,119.5880,6.03323
33.8333,125.7502,119.7140,6.03617
33.9167,125.8789,119.8220,6.05685
34.0000,126.0070,119.9300,6.07696
34.0833,126.1347,120.0380,6.09665
34.1667,126.2621,120.1460,6.11608
34.2500,126.3889,120.2720,6.11694
34.3333,126.5154,120.3800,6.13538
34.4167,126.6416,120.4880,6.15356
34.5000,126.7672,120.5960,6.17118
34.5833,126.8924,120.7040,6.18838
34.6667,127.0173,120.8120,6.20532
34.7500,127.1417,120.9200,6.22170
34.8333,127.2657,121.0280,6.23766
34.9167,127.3894,121.1360,6.25337
35.0000,127.5125,121.2440,6.26851
35.0833,127.6352,121.3520,6.28325
35.1667,127.7577,121.4600,6.29772
35.2500,127.8796,121.5680,6.31164
35.3333,128.0012,121.6760,6.32515
35.4167,128.1224,121.7840,6.33840
35.5000,128.2431,121.8920,6.35110
35.5833,128.3634,122.0000,6.36339
35.6667,128.4834,122.1080,6.37542
35.7500,128.6029,122.2160,6.38691
35.8333,128.7220,122.3240,6.39799
35.9167,128.8408,122.4140,6.42681
36.0000,128.9591,122.5220,6.43709
36.0833,129.0770,122.6300,6.44697
36.1667,129.1946,122.7380,6.45658
36.2500,129.3117,122.8280,6.48366
36.3333,129.4283,122.9360,6.49234
36.4167,129.5448,123.0440,6.50076
36.5000,129.6606,123.1340,6.52665
36.5833,129.7761,123.2420,6.53414
36.6667,129.8914,123.3500,6.54137
36.7500,130.0061,123.4400,6.56607
36.8333,130.1204,123.5480,6.57238
36.9167,130.2344,123.6380,6.59644
37.0000,130.3480,123.7460,6.60196
37.0833,130.4611,123.8540,6.60710
37.1667,130.5740,123.9440,6.62998
37.2500,130.6863,124.0520,6.63433
37.3333,130.7983,124.1420,6.65630
37.4167,130.9100,124.2500,6.66002
37.5000,131.0212,124.3400,6.68121
37.5833,131.1320,124.4300,6.70202
37.6667,131.2426,124.5380,6.70458
37.7500,131.3526,124.6280,6.72463
37.8333,131.4623,124.7360,6.72629
37.9167,131.5717,124.8260,6.74570
38.0000,131.6806,124.9160,6.76461
38.0833,131.7891,125.0240,6.76513
38.1667,131.8974,125.1140,6.78340
38.2500,132.0052,125.2040,6.80117
38.3333,132.1126,125.2940,6.81856
38.4167,132.2197,125.4020,6.81771
38.5000,132.3263,125.4920,6.83435
38.5833,132.4326,125.5820,6.85062
38.6667,132.5386,125.6720,6.86664
38.7500,132.6442,125.7800,6.86417
38.8333,132.7493,125.8700,6.87932
38.9167,132.8542,125.9600,6.89424
39.0000,132.9587,126.0500,6.90866
39.0833,133.0627,126.1400,6.92271
39.1667,133.1665,126.2300,6.93652
39.2500,133.2698,126.3200,6.94984
39.3333,133.3728,126.4100,6.96280
39.4167,133.4755,126.5000,6.97552
39.5000,133.5778,126.5900,6.98775
39.5833,133.6796,126.6800,6.99962
39.6667,133.7813,126.7700,7.01126
39.7500,133.8824,126.8600,7.02241
39.8333,133.9832,126.9500,7.03321
39.9167,134.0838,127.0400,7.04377
40.0000,134.1839,127.1300,7.05386
40.0833,134.2836,127.2200,7.06359
40.1667,134.3831,127.3100,7.07309
40.2500,134.4821,127.4000,7.08212
40.3333,134.5808,127.4900,7.09079
40.4167,134.6792,127.5620,7.11724
40.5000,134.7772,127.6520,7.12522
40.5833,134.8748,127.7420,7.13285
40.6667,134.9722,127.8320,7.14025
40.7500,135.0692,127.9220,7.14718
40.8333,135.1658,127.9940,7.17178
40.9167,135.2621,128.0840,7.17814
41.0000,135.3581,128.1740,7.18405
41.0833,135.4536,128.2640,7.18962
41.1667,135.5490,128.3360,7.21296
41.2500,135.6438,128.4260,7.21785
41.3333,135.7384,128.5160,7.22240
41.4167,135.8327,128.5880,7.24473
41.5000,135.9266,128.6780,7.24861
41.5833,136.0201,128.7500,7.27015
41.6667,136.1135,128.8400,7.27347
41.7500,136.2064,128.9300,7.27635
41.8333,136.2989,129.0020,7.29690
41.9167,136.3912,129.0920,7.29923
42.0000,136.4831,129.1640,7.31912
42.0833,136.5747,129.2540,7.32068
42.1667,136.6660,129.3260,7.34002
42.2500,136.7569,129.4160,7.34093
42.3333,136.8475,129.4880,7.35951
42.4167,136.9379,129.5780,7.35988
42.5000,137.0278,129.6500,7.37782
42.5833,137.1174,129.7400,7.37744
42.6667,137.2068,129.8120,7.39484
42.7500,137.2958,129.8840,7.41182
42.8333,137.3845,129.9740,7.41048
42.9167,137.4729,130.0460,7.42693
43.0000,137.5610,130.1180,7.44296
43.0833,137.6487,130.2080,7.44068
43.1667,137.7362,130.2800,7.45618
43.2500,137.8233,130.3520,7.47127
43.3333,137.9101,130.4420,7.46805
43.4167,137.9966,130.5140,7.48262
43.5000,138.0828,130.5860,7.49678
43.5833,138.1686,130.6760,7.49263
43.6667,138.2543,130.7480,7.50628
43.7500,138.3395,130.8200,7.51952
43.8333,138.4245,130.8920,7.53245
43.9167,138.5092,130.9640,7.54519
44.0000,138.5935,131.0540,7.53951
44.0833,138.6775,131.1260,7.55154
44.1667,138.7614,131.1980,7.56337
44.2500,138.8448,131.2700,7.57480
44.3333,138.9279,131.3420,7.58593
44.4167,139.0109,131.4140,7.59686
44.5000,139.0934,131.4860,7.60740
44.5833,139.1756,131.5580,7.61764
44.6667,139.2577,131.6300,7.62769
44.7500,139.3394,131.7020,7.63735
44.8333,139.4207,131.7740,7.64672
44.9167,139.5019,131.8460,7.65589
45.0000,139.5827,131.9180,7.66468
45.0833,139.6632,131.9900,7.67318
45.1667,139.7435,132.0620,7.68148
45.2500,139.8234,132.1340,7.68941
45.3333,139.9031,132.2060,7.69705
45.4167,139.9825,132.2780,7.70450
45.5000,140.0616,132.3500,7.71158
45.5833,140.1404,132.4220,7.71837
45.6667,140.2190,132.4940,7.72498
45.7500,140.2972,132.5660,7.73121
45.8333,140.3752,132.6380,7.73716
45.9167,140.4529,132.7100,7.74293
46.0000,140.5303,132.7640,7.76633
46.0833,140.6075,132.8360,7.77146
46.1667,140.6844,132.9080,7.77640
46.2500,140.7610,132.9800,7.78098
46.3333,140.8373,133.0520,7.78528
46.4167,140.9134,133.1240,7.78941
46.5000,140.9892,133.1780,7.81117
46.5833,141.0647,133.2500,7.81467
46.6667,141.1400,133.3220,7.81799
46.7500,141.2149,133.3940,7.82095
46.8333,141.2896,133.4480,7.84164
46.9167,141.3642,133.5200,7.84416
47.0000,141.4383,133.5920,7.84633
47.0833,141.5122,133.6460,7.86623
47.1667,141.5860,133.7180,7.86796
47.2500,141.6593,133.7900,7.86934
47.3333,141.7325,133.8440,7.88846
47.4167,141.8054,133.9160,7.88941
47.5000,141.8780,133.9700,7.90801
47.5833,141.9504,134.0420,7.90836
47.6667,142.0225,134.1140,7.90854
47.7500,142.0944,134.1680,7.92638
47.8333,142.1660,134.2400,7.92596
47.9167,142.2374,134.2940,7.94338
48.0000,142.3085,134.3660,7.94246
48.0833,142.3793,134.4200,7.95929
48.1667,142.4499,134.4920,7.95795
48.2500,142.5203,134.5460,7.97428
48.3333,142.5904,134.6180,7.97236
48.4167,142.6603,134.6720,7.98828
48.5000,142.7299,134.7440,7.98587
48.5833,142.7992,134.7980,8.00122
48.6667,142.8684,134.8700,7.99840
48.7500,142.9373,134.9240,8.01326
48.8333,143.0059,134.9960,8.00988
48.9167,143.0743,135.0500,8.02434
49.0000,143.1425,135.1040,8.03847
