time_hrs,T_engine_F,T_cw_F,delta_F
0.0833,73.0000,73.0040,-0.00400
0.1667,73.0000,73.0040,-0.00400
0.2500,73.0000,73.0040,-0.00400
0.3333,73.0000,73.0040,-0.00400
0.4167,73.0000,73.0040,-0.00400
0.5000,73.0000,73.0040,-0.00400
0.5833,73.0000,73.0040,-0.00400
0.6667,73.0000,73.0040,-0.00400
0.7500,73.0000,73.0040,-0.00400
0.8333,73.0000,73.0040,-0.00400
0.9167,73.0000,73.0040,-0.00400
1.0000,73.0000,73.0040,-0.00400
1.0833,73.0000,73.0040,-0.00400
1.1667,73.0000,73.0040,-0.00400
1.2500,73.0000,73.0040,-0.00399
1.3333,73.0000,73.0040,-0.00398
1.4167,73.0000,73.0040,-0.00396
1.5000,73.0001,73.0040,-0.00393
1.5833,73.0001,73.0040,-0.00386
1.6667,73.0002,73.0040,-0.00376
1.7500,73.0004,73.0040,-0.00359
1.8333,73.0007,73.0040,-0.00335
1.9167,73.0010,73.0040,-0.00299
2.0000,73.0015,73.0040,-0.00248
2.0833,73.0022,73.0040,-0.00180
2.1667,73.0031,73.0040,-0.00088
2.2500,73.0043,73.0040,0.00032
2.3333,73.0058,73.0040,0.00184
2.4167,73.0078,73.0040,0.00376
2.5000,73.0101,73.0040,0.00612
2.5833,73.0130,73.0040,0.00899
2.6667,73.0164,73.0220,-0.00556
2.7500,73.0205,73.0220,-0.00146
2.8333,73.0253,73.0220,0.00333
2.9167,73.0309,73.0220,0.00892
3.0000,73.0373,73.0400,-0.00267
3.0833,73.0447,73.0400,0.00466
3.1667,73.0530,73.0580,-0.00503
3.2500,73.0623,73.0580,0.00430
3.3333,73.0727,73.0760,-0.00327
3.4167,73.0843,73.0760,0.00833
3.5000,73.0971,73.0940,0.00313
3.5833,73.1112,73.1120,-0.00081
3.6667,73.1266,73.1300,-0.00342
3.7500,73.1433,73.1480,-0.00469
3.8333,73.1614,73.1660,-0.00456
3.9167,73.1810,73.1840,-0.00296
4.0000,73.2021,73.2020,0.00009
4.0833,73.2247,73.2200,0.00467
4.1667,73.2488,73.2560,-0.00719
4.2500,73.2745,73.2740,0.00050
4.3333,73.3018,73.3100,-0.00821
4.4167,73.3307,73.3460,-0.01527
4.5000,73.3613,73.3640,-0.00273
4.5833,73.3935,73.4000,-0.00653
4.6667,73.4274,73.4360,-0.00863
4.7500,73.4629,73.4720,-0.00908
4.8333,73.5001,73.5080,-0.00785
4.9167,73.5391,73.5620,-0.02288
5.0000,73.5797,73.5980,-0.01826
5.0833,73.6221,73.6520,-0.02995
5.1667,73.6661,73.6880,-0.02188
5.2500,73.7118,73.7420,-0.03017
5.3333,73.7592,73.7960,-0.03676
5.4167,73.8084,73.8320,-0.02361
5.5000,73.8592,73.8860,-0.02684
5.5833,73.9116,73.9400,-0.02840
5.6667,73.9658,74.0120,-0.04623
5.7500,74.0215,74.0660,-0.04447
5.8333,74.0789,74.1200,-0.04107
5.9167,74.1380,74.1920,-0.05398
6.0000,74.1987,74.2460,-0.04735
6.0833,74.2609,74.3180,-0.05711
6.1667,74.3248,74.3900,-0.06522
6.2500,74.3902,74.4440,-0.05385
6.3333,74.4571,74.5160,-0.05892
6.4167,74.5256,74.5880,-0.06238
6.5000,74.5956,74.6780,-0.08241
6.5833,74.6670,74.7500,-0.08295
6.6667,74.7401,74.8220,-0.08193
6.7500,74.8145,74.8940,-0.07954
6.8333,74.8903,74.9840,-0.09371
6.9167,74.9676,75.0560,-0.08838
7.0000,75.0463,75.1460,-0.09974
7.0833,75.1263,75.2360,-0.10974
7.1667,75.2077,75.3260,-0.11828
7.2500,75.2904,75.3980,-0.10759
7.3333,75.3744,75.4880,-0.11358
7.4167,75.4598,75.5780,-0.11819
7.5000,75.5464,75.6680,-0.12163
7.5833,75.6342,75.7760,-0.14182
7.6667,75.7233,75.8660,-0.14267
7.7500,75.8136,75.9560,-0.14244
7.8333,75.9050,76.0640,-0.15901
7.9167,75.9977,76.1540,-0.15632
8.0000,76.0914,76.2620,-0.17059
8.0833,76.1863,76.3520,-0.16574
8.1667,76.2823,76.4600,-0.17768
8.2500,76.3793,76.5680,-0.18865
8.3333,76.4774,76.6580,-0.18056
8.4167,76.5767,76.7660,-0.18932
8.5000,76.6768,76.8740,-0.19718
8.5833,76.7780,76.9820,-0.20404
8.6667,76.8802,77.0900,-0.20981
8.7500,76.9833,77.1980,-0.21473
8.8333,77.0873,77.3060,-0.21872
8.9167,77.1923,77.4320,-0.23966
9.0000,77.2982,77.5400,-0.24183
9.0833,77.4049,77.6480,-0.24312
9.1667,77.5126,77.7740,-0.26142
9.2500,77.6210,77.8820,-0.26101
9.3333,77.7302,77.9900,-0.25977
9.4167,77.8404,78.1160,-0.27560
9.5000,77.9512,78.2420,-0.29076
9.5833,78.0628,78.3500,-0.28716
9.6667,78.1753,78.4760,-0.30067
9.7500,78.2884,78.6020,-0.31358
9.8333,78.4022,78.7100,-0.30778
9.9167,78.5169,78.8360,-0.31913
10.0000,78.6321,78.9620,-0.32994
10.0833,78.7479,79.0880,-0.34008
10.1667,78.8646,79.2140,-0.34943
10.2500,78.9817,79.3400,-0.35828
10.3333,79.0995,79.4660,-0.36651
10.4167,79.2180,79.5920,-0.37400
10.5000,79.3370,79.7180,-0.38104
10.5833,79.4565,79.8440,-0.38751
10.6667,79.5767,79.9700,-0.39328
10.7500,79.6974,80.0960,-0.39865
10.8333,79.8185,80.2220,-0.40349
10.9167,79.9403,80.3660,-0.42567
11.0000,80.0625,80.4920,-0.42949
11.0833,80.1852,80.6180,-0.43284
11.1667,80.3084,80.7440,-0.43556
11.2500,80.4320,80.8880,-0.45597
11.3333,80.5561,81.0140,-0.45793
11.4167,80.6807,81.1580,-0.47732
11.5000,80.8056,81.2840,-0.47843
11.5833,80.9309,81.4280,-0.49714
11.6667,81.0567,81.5540,-0.49731
11.7500,81.1828,81.6980,-0.51524
11.8333,81.3092,81.8240,-0.51481
11.9167,81.4361,81.9680,-0.53187
12.0000,81.5633,82.0940,-0.53073
12.0833,81.6907,82.2380,-0.54727
12.1667,81.8187,82.3640,-0.54533
12.2500,81.9468,82.5080,-0.56123
12.3333,82.0752,82.6520,-0.57683
12.4167,82.2040,82.7780,-0.57400
12.5000,82.3330,82.9220,-0.58904
12.5833,82.4622,83.0660,-0.60381
12.6667,82.5918,83.1920,-0.60017
12.7500,82.7216,83.3360,-0.61444
12.8333,82.8515,83.4800,-0.62848
12.9167,82.9819,83.6240,-0.64214
13.0000,83.1123,83.7680,-0.65574
13.0833,83.2429,83.8940,-0.65113
13.1667,83.3738,84.0380,-0.66417
13.2500,83.5048,84.1820,-0.67718
13.3333,83.6360,84.3260,-0.69001
13.4167,83.7675,84.4700,-0.70252
13.5000,83.8990,84.6140,-0.71503
13.5833,84.0306,84.7400,-0.70939
13.6667,84.1626,84.8840,-0.72145
13.7500,84.2945,85.0280,-0.73353
13.8333,84.4265,85.1720,-0.74549
13.9167,84.5588,85.3160,-0.75717
14.0000,84.6911,85.4600,-0.76891
14.0833,84.8235,85.6040,-0.78054
14.1667,84.9561,85.7480,-0.79193
14.2500,85.0886,85.8920,-0.80339
14.3333,85.2212,86.0360,-0.81477
14.4167,85.3541,86.1800,-0.82593
14.5000,85.4868,86.3060,-0.81918
14.5833,85.6196,86.4500,-0.83038
14.6667,85.7526,86.5940,-0.84137
14.7500,85.8855,86.7380,-0.85248
14.8333,86.0184,86.8820,-0.86356
14.9167,86.1515,87.0260,-0.87446
15.0000,86.2845,87.1700,-0.88549
15.0833,86.4175,87.3140,-0.89651
15.1667,86.5506,87.4580,-0.90737
15.2500,86.6836,87.6020,-0.91838
15.3333,86.8166,87.7460,-0.92940
15.4167,86.9497,87.8900,-0.94028
15.5000,87.0827,88.0340,-0.95133
15.5833,87.2156,88.1780,-0.96241
15.6667,87.3486,88.3220,-0.97335
15.7500,87.4815,88.4660,-0.98450
15.8333,87.6143,88.6100,-0.99569
15.9167,87.7472,88.7540,-1.00676
16.0000,87.8800,88.8980,-1.01805
16.0833,88.0126,89.0420,-1.02939
16.1667,88.1454,89.1860,-1.04064
16.2500,88.2779,89.3300,-1.05212
16.3333,88.4103,89.4740,-1.06367
16.4167,88.5429,89.6180,-1.07515
16.5000,88.6751,89.7620,-1.08686
16.5833,88.8073,89.9060,-1.09867
16.6667,88.9396,90.0320,-1.09241
16.7500,89.0716,90.1760,-1.10440
16.8333,89.2035,90.3200,-1.11650
16.9167,89.3354,90.4640,-1.12855
17.0000,89.4671,90.6080,-1.14087
17.0833,89.5987,90.7520,-1.15331
17.1667,89.7303,90.8960,-1.16571
17.2500,89.8616,91.0400,-1.17839
17.3333,89.9928,91.1840,-1.19120
17.4167,90.1240,91.3280,-1.20399
17.5000,90.2549,91.4540,-1.19907
17.5833,90.3857,91.5980,-1.21229
17.6667,90.5165,91.7420,-1.22550
17.7500,90.6470,91.8860,-1.23902
17.8333,90.7773,92.0300,-1.25269
17.9167,90.9076,92.1740,-1.26636
18.0000,91.0377,92.3000,-1.26234
18.0833,91.1675,92.4440,-1.27649
18.1667,91.2973,92.5880,-1.29065
18.2500,91.4269,92.7320,-1.30514
18.3333,91.5562,92.8760,-1.31979
18.4167,91.6855,93.0020,-1.31647
18.5000,91.8145,93.1460,-1.33149
18.5833,91.9433,93.2900,-1.34669
18.6667,92.0721,93.4340,-1.36192
18.7500,92.2005,93.5600,-1.35949
18.8333,92.3287,93.7040,-1.37525
18.9167,92.4569,93.8480,-1.39106
19.0000,92.5848,93.9920,-1.40722
19.0833,92.7124,94.1180,-1.40557
19.1667,92.8400,94.2620,-1.42198
19.2500,92.9673,94.4060,-1.43875
19.3333,93.0943,94.5320,-1.43772
19.4167,93.2212,94.6760,-1.45476
19.5000,93.3478,94.8020,-1.45416
19.5833,93.4742,94.9460,-1.47177
19.6667,93.6005,95.0900,-1.48946
19.7500,93.7265,95.2160,-1.48951
19.8333,93.8522,95.3600,-1.50779
19.9167,93.9779,95.4860,-1.50814
20.0000,94.1031,95.6300,-1.52687
20.0833,94.2282,95.7560,-1.52784
20.1667,94.3531,95.9000,-1.54688
20.2500,94.4777,96.0260,-1.54830
20.3333,94.6020,96.1700,-1.56797
20.4167,94.7263,96.2960,-1.56972
20.5000,94.8501,96.4400,-1.58986
20.5833,94.9738,96.5660,-1.59224
20.6667,95.0973,96.7100,-1.61272
20.7500,95.2204,96.8360,-1.61559
20.8333,95.3433,96.9800,-1.63670
20.9167,95.4661,97.1060,-1.63992
21.0000,95.5885,97.2320,-1.64354
21.0833,95.7106,97.3760,-1.66541
21.1667,95.8326,97.5020,-1.66938
21.2500,95.9542,97.6280,-1.67376
21.3333,96.0756,97.7720,-1.69640
21.4167,96.1969,97.8980,-1.70114
21.5000,96.3177,98.0240,-1.70630
21.5833,96.4383,98.1500,-1.71171
21.6667,96.5588,98.2940,-1.73524
21.7500,96.6788,98.4200,-1.74118
21.8333,96.7986,98.5460,-1.74738
21.9167,96.9183,98.6720,-1.75371
22.0000,97.0376,98.8160,-1.77845
22.0833,97.1565,98.9420,-1.78546
22.1667,97.2754,99.0680,-1.79259
22.2500,97.3939,99.1940,-1.80014
22.3333,97.5120,99.3200,-1.80796
22.4167,97.6301,99.4460,-1.81591
22.5000,97.7477,99.5720,-1.82428
22.5833,97.8651,99.6980,-1.83292
22.6667,97.9823,99.8240,-1.84170
22.7500,98.0991,99.9500,-1.85089
22.8333,98.2156,100.0760,-1.86036
22.9167,98.3320,100.2020,-1.86998
23.0000,98.4480,100.3280,-1.88001
23.0833,98.5637,100.4540,-1.89032
23.1667,98.6792,100.5800,-1.90078
23.2500,98.7943,100.7060,-1.91165
23.3333,98.9092,100.8320,-1.92281
23.4167,99.0239,100.9580,-1.93411
23.5000,99.1382,101.0840,-1.94584
23.5833,99.2522,101.2100,-1.95785
23.6667,99.3660,101.3360,-1.97001
23.7500,99.4794,101.4620,-1.98259
23.8333,99.5925,101.5700,-1.97746
23.9167,99.7055,101.6960,-1.99048
24.0000,99.8181,101.8220,-2.00392
24.0833,99.9303,101.9480,-2.01765
24.1667,100.0425,102.0560,-2.01354
24.2500,100.1542,102.1820,-2.02784
24.3333,100.2656,102.3080,-2.04244
24.4167,100.3768,102.4340,-2.05720
24.5000,100.4876,102.5420,-2.05438
24.5833,100.5982,102.6680,-2.06984
24.6667,100.7085,102.7760,-2.06747
24.7500,100.8185,102.9020,-2.08352
24.8333,100.9281,103.0280,-2.09987
24.9167,101.0376,103.1360,-2.09837
25.0000,101.1467,103.2620,-2.11530
25.0833,101.2555,103.3700,-2.11452
25.1667,101.3641,103.4960,-2.13190
25.2500,101.4723,103.6040,-2.13170
25.3333,101.5802,103.7300,-2.14980
25.4167,101.6879,103.8380,-2.15006
25.5000,101.7953,103.9640,-2.16875
25.5833,101.9023,104.0720,-2.16972
25.6667,102.0091,104.1980,-2.18887
25.7500,102.1156,104.3060,-2.19043
25.8333,102.2217,104.4320,-2.21029
25.9167,102.3277,104.5400,-2.21231
26.0000,102.4332,104.6480,-2.21476
26.0833,102.5385,104.7740,-2.23550
26.1667,102.6436,104.8820,-2.23841
26.2500,102.7483,104.9900,-2.24173
26.3333,102.8526,105.0980,-2.24535
26.4167,102.9569,105.2240,-2.26714
26.5000,103.0606,105.3320,-2.27135
26.5833,103.1641,105.4400,-2.27585
26.6667,103.2675,105.5480,-2.28052
26.7500,103.3704,105.6740,-2.30361
26.8333,103.4730,105.7820,-2.30900
26.9167,103.5755,105.8900,-2.31455
27.0000,103.6775,105.9980,-2.32052
27.0833,103.7792,106.1060,-2.32678
27.1667,103.8808,106.2140,-2.33321
27.2500,103.9819,106.3220,-2.34006
27.3333,104.0828,106.4300,-2.34719
27.4167,104.1835,106.5380,-2.35450
27.5000,104.2838,106.6460,-2.36223
27.5833,104.3838,106.7540,-2.37024
27.6667,104.4836,106.8620,-2.37843
27.7500,104.5830,106.9700,-2.38702
27.8333,104.6821,107.0780,-2.39591
27.9167,104.7810,107.1860,-2.40497
28.0000,104.8796,107.2940,-2.41444
28.0833,104.9778,107.4020,-2.42420
28.1667,105.0759,107.5100,-2.43413
28.2500,105.1735,107.6180,-2.44447
28.3333,105.2709,107.7260,-2.45509
28.4167,105.3681,107.8160,-2.44789
28.5000,105.4649,107.9240,-2.45909
28.5833,105.5614,108.0320,-2.47059
28.6667,105.6578,108.1400,-2.48225
28.7500,105.7537,108.2480,-2.49432
28.8333,105.8493,108.3380,-2.48867
28.9167,105.9448,108.4460,-2.50119
29.0000,106.0399,108.5540,-2.51412
29.0833,106.1347,108.6440,-2.50933
29.1667,106.2293,108.7520,-2.52272
29.2500,106.3235,108.8600,-2.53650
29.3333,106.4174,108.9500,-2.53256
29.4167,106.5112,109.0580,-2.54680
29.5000,106.6046,109.1660,-2.56143
29.5833,106.6977,109.2560,-2.55835
29.6667,106.7906,109.3640,-2.57344
29.7500,106.8831,109.4540,-2.57092
29.8333,106.9753,109.5620,-2.58668
29.9167,107.0674,109.6520,-2.58461
30.0000,107.1591,109.7600,-2.60093
30.0833,107.2505,109.8500,-2.59954
30.1667,107.3417,109.9580,-2.61631
30.2500,107.4325,110.0480,-2.61547
30.3333,107.5231,110.1560,-2.63291
30.4167,107.6135,110.2460,-2.63252
30.5000,107.7035,110.3360,-2.63252
30.5833,107.7932,110.4440,-2.65079
30.6667,107.8828,110.5340,-2.65123
30.7500,107.9719,110.6240,-2.65205
30.8333,108.0608,110.7320,-2.67115
30.9167,108.1496,110.8220,-2.67242
31.0000,108.2379,110.9120,-2.67407
31.0833,108.3260,111.0200,-2.69399
31.1667,108.4139,111.1100,-2.69608
31.2500,108.5015,111.2000,-2.69855
31.3333,108.5887,111.2900,-2.70128
31.4167,108.6758,111.3980,-2.72219
31.5000,108.7625,111.4880,-2.72547
31.5833,108.8490,111.5780,-2.72902
31.6667,108.9353,111.6680,-2.73273
31.7500,109.0212,111.7580,-2.73682
31.8333,109.1068,111.8480,-2.74117
31.9167,109.1923,111.9380,-2.74569
32.0000,109.2774,112.0280,-2.75058
32.0833,109.3623,112.1360,-2.77374
32.1667,109.4469,112.2260,-2.77906
32.2500,109.5313,112.3160,-2.78474
32.3333,109.6153,112.4060,-2.79069
32.4167,109.6992,112.4960,-2.79680
32.5000,109.7827,112.5860,-2.80328
32.5833,109.8660,112.6760,-2.81002
32.6667,109.9491,112.7660,-2.81692
32.7500,110.0318,112.8380,-2.80618
32.8333,110.1143,112.9280,-2.81370
32.9167,110.1966,113.0180,-2.82138
33.0000,110.2786,113.1080,-2.82942
33.0833,110.3603,113.1980,-2.83772
33.1667,110.4418,113.2880,-2.84617
33.2500,110.5230,113.3780,-2.85498
33.3333,110.6039,113.4680,-2.86405
33.4167,110.6847,113.5400,-2.85528
33.5000,110.7651,113.6300,-2.86486
33.5833,110.8453,113.7200,-2.87469
33.6667,110.9253,113.8100,-2.88468
33.7500,111.0050,113.9000,-2.89502
33.8333,111.0844,113.9720,-2.88761
33.9167,111.1636,114.0620,-2.89835
34.0000,111.2426,114.1520,-2.90945
34.0833,111.3212,114.2240,-2.90279
34.1667,111.3997,114.3140,-2.91429
34.2500,111.4779,114.4040,-2.92613
34.3333,111.5558,114.4760,-2.92022
34.4167,111.6335,114.5660,-2.93246
34.5000,111.7110,114.6560,-2.94504
34.5833,111.7881,114.7280,-2.93987
34.6667,111.8652,114.8180,-2.95285
34.7500,111.9418,114.8900,-2.94817
34.8333,112.0183,114.9800,-2.96173
34.9167,112.0946,115.0520,-2.95744
35.0000,112.1705,115.1420,-2.97148
35.0833,112.2462,115.2140,-2.96777
35.1667,112.3218,115.3040,-2.98221
35.2500,112.3970,115.3760,-2.97898
35.3333,112.4720,115.4660,-2.99398
35.4167,112.5469,115.5380,-2.99114
35.5000,112.6214,115.6280,-3.00662
35.5833,112.6957,115.7000,-3.00434
35.6667,112.7698,115.7720,-3.00221
35.7500,112.8436,115.8620,-3.01841
35.8333,112.9172,115.9340,-3.01684
35.9167,112.9906,116.0240,-3.03341
36.0000,113.0637,116.0960,-3.03231
36.0833,113.1366,116.1680,-3.03144
36.1667,113.2093,116.2580,-3.04871
36.2500,113.2817,116.3300,-3.04830
36.3333,113.3539,116.4020,-3.04813
36.4167,113.4259,116.4740,-3.04809
36.5000,113.4976,116.5640,-3.06638
36.5833,113.5691,116.6360,-3.06689
36.6667,113.6405,116.7080,-3.06754
36.7500,113.7115,116.7800,-3.06851
36.8333,113.7823,116.8700,-3.08770
36.9167,113.8530,116.9420,-3.08903
37.0000,113.9233,117.0140,-3.09068
37.0833,113.9935,117.0860,-3.09254
37.1667,114.0635,117.1580,-3.09455
37.2500,114.1331,117.2300,-3.09686
37.3333,114.2026,117.3200,-3.11740
37.4167,114.2719,117.3920,-3.12007
37.5000,114.3409,117.4640,-3.12305
37.5833,114.4098,117.5360,-3.12625
37.6667,114.4784,117.6080,-3.12958
37.7500,114.5468,117.6800,-3.13322
37.8333,114.6149,117.7520,-3.13707
37.9167,114.6829,117.8240,-3.14106
38.0000,114.7507,117.8960,-3.14535
38.0833,114.8182,117.9680,-3.14985
38.1667,114.8855,118.0400,-3.15448
38.2500,114.9526,118.1120,-3.15941
38.3333,115.0194,118.1840,-3.16456
38.4167,115.0862,118.2560,-3.16984
38.5000,115.1526,118.3280,-3.17541
38.5833,115.2188,118.4000,-3.18119
38.6667,115.2849,118.4720,-3.18710
38.7500,115.3507,118.5260,-3.17530
38.8333,115.4163,118.5980,-3.18171
38.9167,115.4817,118.6700,-3.18825
39.0000,115.5469,118.7420,-3.19508
39.0833,115.6119,118.8140,-3.20211
39.1667,115.6767,118.8860,-3.20927
39.2500,115.7413,118.9580,-3.21672
39.3333,115.8056,119.0120,-3.20637
39.4167,115.8699,119.0840,-3.21415
39.5000,115.9338,119.1560,-3.22221
39.5833,115.9975,119.2280,-3.23047
39.6667,116.0611,119.2820,-3.22086
39.7500,116.1245,119.3540,-3.22952
39.8333,116.1876,119.4260,-3.23839
39.9167,116.2506,119.4980,-3.24738
40.0000,116.3134,119.5520,-3.23865
40.0833,116.3759,119.6240,-3.24811
40.1667,116.4383,119.6960,-3.25770
40.2500,116.5004,119.7500,-3.24956
40.3333,116.5624,119.8220,-3.25961
40.4167,116.6242,119.8940,-3.26979
40.5000,116.6858,119.9480,-3.26224
40.5833,116.7471,120.0200,-3.27288
40.6667,116.8084,120.0740,-3.26565
40.7500,116.8693,120.1460,-3.27668
40.8333,116.9301,120.2180,-3.28790
40.9167,116.9908,120.2720,-3.28124
41.0000,117.0512,120.3440,-3.29285
41.0833,117.1114,120.3980,-3.28664
41.1667,117.1714,120.4700,-3.29856
41.2500,117.2313,120.5240,-3.29273
41.3333,117.2909,120.5960,-3.30509
41.4167,117.3504,120.6500,-3.29958
41.5000,117.4097,120.7220,-3.31231
41.5833,117.4688,120.7760,-3.30724
41.6667,117.5277,120.8480,-3.32028
41.7500,117.5864,120.9020,-3.31558
41.8333,117.6449,120.9740,-3.32906
41.9167,117.7033,121.0280,-3.32465
42.0000,117.7615,121.1000,-3.33850
42.0833,117.8195,121.1540,-3.33453
42.1667,117.8773,121.2080,-3.33068
42.2500,117.9349,121.2800,-3.34507
42.3333,117.9924,121.3340,-3.34164
42.4167,118.0497,121.4060,-3.35633
42.5000,118.1067,121.4600,-3.35327
42.5833,118.1636,121.5140,-3.35038
42.6667,118.2204,121.5860,-3.36560
42.7500,118.2769,121.6400,-3.36307
42.8333,118.3333,121.6940,-3.36071
42.9167,118.3895,121.7480,-3.35847
43.0000,118.4455,121.8200,-3.37447
43.0833,118.5014,121.8740,-3.37264
43.1667,118.5571,121.9280,-3.37092
43.2500,118.6126,122.0000,-3.38744
43.3333,118.6679,122.0540,-3.38613
43.4167,118.7231,122.1080,-3.38493
43.5000,118.7780,122.1620,-3.38397
43.5833,118.8328,122.2340,-3.40117
43.6667,118.8875,122.2880,-3.40049
43.7500,118.9420,122.3420,-3.40003
43.8333,118.9962,122.3960,-3.39975
43.9167,119.0504,122.4500,-3.39957
44.0000,119.1044,122.5040,-3.39963
44.0833,119.1582,122.5760,-3.41785
44.1667,119.2118,122.6300,-3.41817
44.2500,119.2653,122.6840,-3.41873
44.3333,119.3186,122.7380,-3.41945
44.4167,119.3717,122.7920,-3.42027
44.5000,119.4247,122.8460,-3.42132
44.5833,119.4775,122.9000,-3.42253
44.6667,119.5302,122.9540,-3.42385
44.7500,119.5826,123.0080,-3.42539
44.8333,119.6349,123.0800,-3.44509
44.9167,119.6871,123.1340,-3.44689
45.0000,119.7391,123.1880,-3.44891
45.0833,119.7909,123.2420,-3.45110
45.1667,119.8426,123.2960,-3.45338
45.2500,119.8941,123.3500,-3.45588
45.3333,119.9455,123.4040,-3.45854
45.4167,119.9967,123.4580,-3.46130
45.5000,120.0477,123.5120,-3.46427
45.5833,120.0986,123.5660,-3.46741
45.6667,120.1494,123.6200,-3.47063
45.7500,120.1999,123.6740,-3.47408
45.8333,120.2503,123.7280,-3.47768
45.9167,120.3006,123.7640,-3.46337
46.0000,120.3507,123.8180,-3.46728
46.0833,120.4007,123.8720,-3.47134
46.1667,120.4505,123.9260,-3.47550
46.2500,120.5001,123.9800,-3.47986
46.3333,120.5496,124.0340,-3.48438
46.4167,120.5990,124.0880,-3.48899
46.5000,120.6482,124.1420,-3.49381
46.5833,120.6972,124.1960,-3.49878
46.6667,120.7462,124.2320,-3.48584
46.7500,120.7949,124.2860,-3.49110
46.8333,120.8435,124.3400,-3.49652
46.9167,120.8920,124.3940,-3.50203
