time_hrs,T_engine_F,T_cw_F,delta_F
0.0833,73.0000,73.0040,-0.00400
0.1667,73.0000,73.0040,-0.00400
0.2500,73.0000,73.0040,-0.00400
0.3333,73.0000,73.0040,-0.00400
0.4167,73.0000,73.0040,-0.00400
0.5000,73.0000,73.0040,-0.00400
0.5833,73.0000,73.0040,-0.00400
0.6667,73.0000,73.0040,-0.00400
0.7500,73.0000,73.0040,-0.00400
0.8333,73.0000,73.0040,-0.00400
0.9167,73.0000,73.0040,-0.00400
1.0000,73.0000,73.0040,-0.00400
1.0833,73.0000,73.0040,-0.00400
1.1667,73.0000,73.0040,-0.00400
1.2500,73.0000,73.0040,-0.00400
1.3333,73.0000,73.0040,-0.00400
1.4167,73.0000,73.0040,-0.00399
1.5000,73.0000,73.0040,-0.00399
1.5833,73.0000,73.0040,-0.00397
1.6667,73.0000,73.0040,-0.00395
1.7500,73.0001,73.0040,-0.00391
1.8333,73.0002,73.0040,-0.00385
1.9167,73.0003,73.0040,-0.00374
2.0000,73.0004,73.0040,-0.00359
2.0833,73.0006,73.0040,-0.00337
2.1667,73.0009,73.0040,-0.00306
2.2500,73.0014,73.0040,-0.00263
2.3333,73.0019,73.0040,-0.00206
2.4167,73.0027,73.0040,-0.00131
2.5000,73.0036,73.0040,-0.00035
2.5833,73.0049,73.0040,0.00087
2.6667,73.0064,73.0040,0.00238
2.7500,73.0082,73.0040,0.00424
2.8333,73.0105,73.0040,0.00648
2.9167,73.0132,73.0040,0.00918
3.0000,73.0164,73.0220,-0.00564
3.0833,73.0201,73.0220,-0.00190
3.1667,73.0245,73.0220,0.00245
3.2500,73.0295,73.0220,0.00746
3.3333,73.0352,73.0400,-0.00482
3.4167,73.0417,73.0400,0.00168
3.5000,73.0490,73.0400,0.00901
3.5833,73.0572,73.0580,-0.00078
3.6667,73.0664,73.0580,0.00838
3.7500,73.0765,73.0760,0.00052
3.8333,73.0877,73.0760,0.01171
3.9167,73.1000,73.0940,0.00600
4.0000,73.1134,73.1120,0.00141
4.0833,73.1280,73.1300,-0.00198
4.1667,73.1439,73.1480,-0.00413
4.2500,73.1610,73.1660,-0.00503
4.3333,73.1794,73.1840,-0.00461
4.4167,73.1992,73.2020,-0.00282
4.5000,73.2203,73.2200,0.00032
4.5833,73.2429,73.2380,0.00489
4.6667,73.2669,73.2560,0.01093
4.7500,73.2924,73.2920,0.00041
4.8333,73.3194,73.3100,0.00940
4.9167,73.3479,73.3460,0.00194
5.0000,73.3780,73.3820,-0.00400
5.0833,73.4096,73.4000,0.00962
5.1667,73.4429,73.4360,0.00687
5.2500,73.4777,73.4720,0.00567
5.3333,73.5141,73.5080,0.00609
5.4167,73.5522,73.5440,0.00817
5.5000,73.5918,73.5800,0.01184
5.5833,73.6332,73.6340,-0.00084
5.6667,73.6762,73.6700,0.00617
5.7500,73.7208,73.7240,-0.00322
5.8333,73.7671,73.7600,0.00705
5.9167,73.8150,73.8140,0.00104
6.0000,73.8646,73.8680,-0.00337
6.0833,73.9159,73.9220,-0.00612
6.1667,73.9688,73.9580,0.01084
6.2500,74.0234,74.0300,-0.00660
6.3333,74.0796,74.0840,-0.00440
6.4167,74.1375,74.1380,-0.00048
6.5000,74.1970,74.1920,0.00501
6.5833,74.2581,74.2640,-0.00587
6.6667,74.3210,74.3180,0.00295
6.7500,74.3853,74.3900,-0.00469
6.8333,74.4513,74.4440,0.00728
6.9167,74.5189,74.5160,0.00292
7.0000,74.5881,74.5880,0.00006
7.0833,74.6588,74.6600,-0.00122
7.1667,74.7312,74.7320,-0.00085
7.2500,74.8050,74.8040,0.00099
7.3333,74.8804,74.8940,-0.01364
7.4167,74.9573,74.9660,-0.00866
7.5000,75.0357,75.0380,-0.00225
7.5833,75.1156,75.1280,-0.01235
7.6667,75.1971,75.2000,-0.00287
7.7500,75.2800,75.2900,-0.01002
7.8333,75.3643,75.3800,-0.01571
7.9167,75.4501,75.4520,-0.00187
8.0000,75.5373,75.5420,-0.00470
8.0833,75.6259,75.6320,-0.00612
8.1667,75.7160,75.7220,-0.00605
8.2500,75.8073,75.8300,-0.02271
8.3333,75.9000,75.9200,-0.02000
8.4167,75.9942,76.0100,-0.01584
8.5000,76.0895,76.1000,-0.01046
8.5833,76.1862,76.2080,-0.02178
8.6667,76.2843,76.2980,-0.01367
8.7500,76.3836,76.4060,-0.02241
8.8333,76.4841,76.5140,-0.02988
8.9167,76.5860,76.6040,-0.01798
9.0000,76.6890,76.7120,-0.02297
9.0833,76.7933,76.8200,-0.02675
9.1667,76.8988,76.9280,-0.02920
9.2500,77.0054,77.0360,-0.03059
9.3333,77.1132,77.1440,-0.03082
9.4167,77.2222,77.2520,-0.02977
9.5000,77.3323,77.3600,-0.02771
9.5833,77.4435,77.4860,-0.04254
9.6667,77.5559,77.5940,-0.03813
9.7500,77.6692,77.7020,-0.03276
9.8333,77.7837,77.8280,-0.04433
9.9167,77.8993,77.9360,-0.03670
10.0000,78.0158,78.0620,-0.04617
10.0833,78.1334,78.1700,-0.03662
10.1667,78.2521,78.2960,-0.04392
10.2500,78.3716,78.4220,-0.05037
10.3333,78.4922,78.5480,-0.05583
10.4167,78.6138,78.6560,-0.04219
10.5000,78.7362,78.7820,-0.04575
10.5833,78.8596,78.9080,-0.04838
10.6667,78.9841,79.0340,-0.04994
10.7500,79.1093,79.1600,-0.05074
10.8333,79.2353,79.2860,-0.05066
10.9167,79.3625,79.4300,-0.06755
11.0000,79.4903,79.5560,-0.06573
11.0833,79.6189,79.6820,-0.06307
11.1667,79.7486,79.8080,-0.05941
11.2500,79.8789,79.9520,-0.07310
11.3333,80.0100,80.0780,-0.06799
11.4167,80.1421,80.2040,-0.06192
11.5000,80.2748,80.3480,-0.07324
11.5833,80.4082,80.4920,-0.08379
11.6667,80.5426,80.6180,-0.07543
11.7500,80.6775,80.7620,-0.08450
11.8333,80.8132,80.8880,-0.07485
11.9167,80.9497,81.0320,-0.08232
12.0000,81.0867,81.1760,-0.08926
12.0833,81.2245,81.3200,-0.09551
12.1667,81.3631,81.4460,-0.08293
12.2500,81.5022,81.5900,-0.08785
12.3333,81.6419,81.7340,-0.09212
12.4167,81.7824,81.8780,-0.09559
12.5000,81.9234,82.0220,-0.09861
12.5833,82.0650,82.1660,-0.10102
12.6667,82.2073,82.3100,-0.10266
12.7500,82.3501,82.4540,-0.10388
12.8333,82.4935,82.5980,-0.10453
12.9167,82.6376,82.7420,-0.10444
13.0000,82.7820,82.8860,-0.10397
13.0833,82.9270,83.0480,-0.12096
13.1667,83.0728,83.1920,-0.11925
13.2500,83.2188,83.3360,-0.11719
13.3333,83.3654,83.4800,-0.11462
13.4167,83.5126,83.6420,-0.12939
13.5000,83.6602,83.7860,-0.12584
13.5833,83.8082,83.9300,-0.12182
13.6667,83.9568,84.0920,-0.13515
13.7500,84.1058,84.2360,-0.13021
13.8333,84.2552,84.3800,-0.12483
13.9167,84.4052,84.5420,-0.13683
14.0000,84.5554,84.6860,-0.13059
14.0833,84.7061,84.8480,-0.14194
14.1667,84.8573,84.9920,-0.13470
14.2500,85.0087,85.1540,-0.14525
14.3333,85.1606,85.3160,-0.15542
14.4167,85.3130,85.4600,-0.14703
14.5000,85.4655,85.6220,-0.15646
14.5833,85.6185,85.7660,-0.14753
14.6667,85.7719,85.9280,-0.15608
14.7500,85.9255,86.0900,-0.16447
14.8333,86.0795,86.2520,-0.17253
14.9167,86.2339,86.3960,-0.16209
15.0000,86.3885,86.5580,-0.16953
15.0833,86.5433,86.7200,-0.17667
15.1667,86.6987,86.8640,-0.16533
15.2500,86.8541,87.0260,-0.17189
15.3333,87.0098,87.1880,-0.17818
15.4167,87.1660,87.3500,-0.18402
15.5000,87.3222,87.5120,-0.18978
15.5833,87.4787,87.6740,-0.19530
15.6667,87.6356,87.8180,-0.18239
15.7500,87.7926,87.9800,-0.18743
15.8333,87.9497,88.1420,-0.19226
15.9167,88.1073,88.3040,-0.19667
16.0000,88.2649,88.4660,-0.20107
16.0833,88.4227,88.6280,-0.20526
16.1667,88.5809,88.7900,-0.20908
16.2500,88.7391,88.9520,-0.21290
16.3333,88.8975,89.1140,-0.21654
16.4167,89.0562,89.2760,-0.21982
16.5000,89.2149,89.4380,-0.22313
16.5833,89.3737,89.6000,-0.22628
16.6667,89.5329,89.7620,-0.22910
16.7500,89.6920,89.9240,-0.23196
16.8333,89.8513,90.0860,-0.23470
16.9167,90.0109,90.2480,-0.23711
17.0000,90.1704,90.4100,-0.23960
17.0833,90.3300,90.5720,-0.24198
17.1667,90.4899,90.7340,-0.24405
17.2500,90.6498,90.8960,-0.24623
17.3333,90.8097,91.0580,-0.24831
17.4167,90.9699,91.2200,-0.25011
17.5000,91.1300,91.3820,-0.25202
17.5833,91.2901,91.5440,-0.25387
17.6667,91.4505,91.7060,-0.25545
17.7500,91.6108,91.8680,-0.25717
17.8333,91.7712,92.0300,-0.25884
17.9167,91.9317,92.1920,-0.26027
18.0000,92.0922,92.3540,-0.26184
18.0833,92.2526,92.5160,-0.26339
18.1667,92.4133,92.6780,-0.26471
18.2500,92.5738,92.8580,-0.28420
18.3333,92.7343,93.0200,-0.28568
18.4167,92.8950,93.1820,-0.28695
18.5000,93.0556,93.3440,-0.28841
18.5833,93.2161,93.5060,-0.28987
18.6667,93.3769,93.6680,-0.29115
18.7500,93.5374,93.8300,-0.29263
18.8333,93.6979,93.9920,-0.29412
18.9167,93.8586,94.1540,-0.29545
19.0000,94.0190,94.3160,-0.29700
19.0833,94.1794,94.4780,-0.29858
19.1667,94.3400,94.6400,-0.30001
19.2500,94.5003,94.8200,-0.31967
19.3333,94.6606,94.9820,-0.32138
19.4167,94.8210,95.1440,-0.32296
19.5000,94.9812,95.3060,-0.32479
19.5833,95.1413,95.4680,-0.32668
19.6667,95.3016,95.6300,-0.32845
19.7500,95.4615,95.7920,-0.33048
19.8333,95.6214,95.9540,-0.33260
19.9167,95.7814,96.1160,-0.33460
20.0000,95.9411,96.2780,-0.33689
20.0833,96.1007,96.4400,-0.33927
20.1667,96.2604,96.6020,-0.34156
20.2500,96.4199,96.7640,-0.34414
20.3333,96.5792,96.9260,-0.34682
20.4167,96.7386,97.0880,-0.34943
20.5000,96.8977,97.2500,-0.35234
20.5833,97.0566,97.4120,-0.35538
20.6667,97.2157,97.5740,-0.35834
20.7500,97.3744,97.7360,-0.36163
20.8333,97.5330,97.8980,-0.36505
20.9167,97.6916,98.0600,-0.36841
21.0000,97.8499,98.2220,-0.37211
21.0833,98.0081,98.3840,-0.37595
21.1667,98.1663,98.5460,-0.37975
21.2500,98.3241,98.7080,-0.38389
21.3333,98.4818,98.8700,-0.38819
21.4167,98.6395,99.0320,-0.39246
21.5000,98.7969,99.1940,-0.39708
21.5833,98.9541,99.3380,-0.38387
21.6667,99.1114,99.5000,-0.38865
21.7500,99.2682,99.6620,-0.39378
21.8333,99.4249,99.8240,-0.39910
21.9167,99.5816,99.9860,-0.40441
22.0000,99.7379,100.1480,-0.41009
22.0833,99.8940,100.3100,-0.41597
22.1667,100.0502,100.4540,-0.40385
22.2500,100.2059,100.6160,-0.41011
22.3333,100.3614,100.7780,-0.41657
22.4167,100.5170,100.9400,-0.42304
22.5000,100.6721,101.1020,-0.42991
22.5833,100.8270,101.2460,-0.41899
22.6667,100.9819,101.4080,-0.42609
22.7500,101.1364,101.5700,-0.43360
22.8333,101.2907,101.7320,-0.44132
22.9167,101.4449,101.8760,-0.43108
23.0000,101.5988,102.0380,-0.43925
23.0833,101.7524,102.2000,-0.44764
23.1667,101.9059,102.3440,-0.43808
23.2500,102.0591,102.5060,-0.44694
23.3333,102.2120,102.6680,-0.45603
23.4167,102.3648,102.8120,-0.44717
23.5000,102.5173,102.9740,-0.45674
23.5833,102.6694,103.1180,-0.44856
23.6667,102.8216,103.2800,-0.45843
23.7500,102.9733,103.4420,-0.46874
23.8333,103.1247,103.5860,-0.46130
23.9167,103.2761,103.7480,-0.47193
24.0000,103.4270,103.8920,-0.46500
24.0833,103.5777,104.0540,-0.47632
24.1667,103.7283,104.1980,-0.46973
24.2500,103.8784,104.3600,-0.48158
24.3333,104.0283,104.5040,-0.47570
24.4167,104.1781,104.6660,-0.48790
24.5000,104.3274,104.8100,-0.48255
24.5833,104.4765,104.9720,-0.49548
24.6667,104.6255,105.1160,-0.49050
24.7500,104.7740,105.2600,-0.48597
24.8333,104.9223,105.4220,-0.49973
24.9167,105.0704,105.5660,-0.49558
25.0000,105.2181,105.7100,-0.49190
25.0833,105.3655,105.8720,-0.50650
25.1667,105.5128,106.0160,-0.50321
25.2500,105.6596,106.1600,-0.50039
25.3333,105.8061,106.3220,-0.51585
25.4167,105.9526,106.4660,-0.51343
25.5000,106.0985,106.6100,-0.51148
25.5833,106.2442,106.7540,-0.50983
25.6667,106.3897,106.9160,-0.52630
25.7500,106.5348,107.0600,-0.52524
25.8333,106.6795,107.2040,-0.52448
25.9167,106.8242,107.3480,-0.52385
26.0000,106.9683,107.4920,-0.52369
26.0833,107.1122,107.6360,-0.52385
26.1667,107.2559,107.7800,-0.52413
26.2500,107.3991,107.9240,-0.52490
26.3333,107.5420,108.0860,-0.54398
26.4167,107.6848,108.2300,-0.54519
26.5000,107.8271,108.3740,-0.54689
26.5833,107.9691,108.5180,-0.54890
26.6667,108.1109,108.6620,-0.55106
26.7500,108.2523,108.8060,-0.55371
26.8333,108.3933,108.9500,-0.55667
26.9167,108.5342,109.0760,-0.54178
27.0000,108.6746,109.2200,-0.54538
27.0833,108.8147,109.3640,-0.54930
27.1667,108.9546,109.5080,-0.55338
27.2500,109.0941,109.6520,-0.55795
27.3333,109.2332,109.7960,-0.56284
27.4167,109.3721,109.9400,-0.56789
27.5000,109.5106,110.0660,-0.55544
27.5833,109.6487,110.2100,-0.56131
27.6667,109.7867,110.3540,-0.56735
27.7500,109.9241,110.4980,-0.57388
27.8333,110.0613,110.6420,-0.58074
27.9167,110.1982,110.7680,-0.56977
28.0000,110.3347,110.9120,-0.57730
28.0833,110.4708,111.0560,-0.58516
28.1667,110.6068,111.1820,-0.57519
28.2500,110.7423,111.3260,-0.58372
28.3333,110.8774,111.4520,-0.57458
28.4167,111.0124,111.5960,-0.58362
28.5000,111.1468,111.7400,-0.59316
28.5833,111.2810,111.8660,-0.58503
28.6667,111.4149,112.0100,-0.59508
28.7500,111.5484,112.1360,-0.58764
28.8333,111.6815,112.2800,-0.59853
28.9167,111.8144,112.4060,-0.59160
29.0000,111.9468,112.5500,-0.60318
29.0833,112.0789,112.6760,-0.59709
29.1667,112.2108,112.8200,-0.60919
29.2500,112.3422,112.9460,-0.60379
29.3333,112.4733,113.0720,-0.59873
29.4167,112.6041,113.2160,-0.61186
29.5000,112.7345,113.3420,-0.60749
29.5833,112.8645,113.4680,-0.60347
29.6667,112.9944,113.6120,-0.61763
29.7500,113.1237,113.7380,-0.61430
29.8333,113.2527,113.8640,-0.61131
29.9167,113.3815,113.9900,-0.60851
30.0000,113.5098,114.1340,-0.62421
30.0833,113.6377,114.2600,-0.62226
30.1667,113.7655,114.3860,-0.62050
30.2500,113.8928,114.5120,-0.61925
30.3333,114.0197,114.6380,-0.61834
30.4167,114.1464,114.7640,-0.61762
30.5000,114.2726,114.8900,-0.61741
30.5833,114.3985,115.0160,-0.61754
30.6667,114.5241,115.1600,-0.63587
30.7500,114.6493,115.2860,-0.63670
30.8333,114.7741,115.4120,-0.63788
30.9167,114.8987,115.5380,-0.63926
31.0000,115.0229,115.6640,-0.64113
31.0833,115.1466,115.7720,-0.62535
31.1667,115.2702,115.8980,-0.62778
31.2500,115.3933,116.0240,-0.63070
31.3333,115.5160,116.1500,-0.63397
31.4167,115.6386,116.2760,-0.63744
31.5000,115.7606,116.4020,-0.64140
31.5833,115.8823,116.5280,-0.64572
31.6667,116.0038,116.6540,-0.65024
31.7500,116.1247,116.7620,-0.63725
31.8333,116.2454,116.8880,-0.64261
31.9167,116.3658,117.0140,-0.64818
32.0000,116.4858,117.1400,-0.65424
32.0833,116.6054,117.2480,-0.64264
32.1667,116.7247,117.3740,-0.64925
32.2500,116.8436,117.5000,-0.65635
32.3333,116.9622,117.6080,-0.64580
32.4167,117.0805,117.7340,-0.65346
32.5000,117.1984,117.8600,-0.66160
32.5833,117.3159,117.9680,-0.65210
32.6667,117.4332,118.0940,-0.66079
32.7500,117.5500,118.2020,-0.65198
32.8333,117.6665,118.3280,-0.66151
32.9167,117.7827,118.4360,-0.65325
33.0000,117.8985,118.5620,-0.66347
33.0833,118.0140,118.6700,-0.65604
33.1667,118.1292,118.7960,-0.66682
33.2500,118.2439,118.9040,-0.66008
33.3333,118.3583,119.0300,-0.67169
33.4167,118.4725,119.1380,-0.66550
33.5000,118.5862,119.2460,-0.65979
33.5833,118.6996,119.3720,-0.67243
33.6667,118.8127,119.4800,-0.66727
33.7500,118.9254,119.5880,-0.66260
33.8333,119.0377,119.7140,-0.67626
33.9167,119.1499,119.8220,-0.67214
34.0000,119.2615,119.9300,-0.66849
34.0833,119.3728,120.0380,-0.66518
34.1667,119.4839,120.1460,-0.66207
34.2500,119.5946,120.2720,-0.67745
34.3333,119.7048,120.3800,-0.67516
34.4167,119.8149,120.4880,-0.67308
34.5000,119.9245,120.5960,-0.67147
34.5833,120.0338,120.7040,-0.67020
34.6667,120.1429,120.8120,-0.66914
34.7500,120.2515,120.9200,-0.66854
34.8333,120.3597,121.0280,-0.66828
34.9167,120.4678,121.1360,-0.66823
35.0000,120.5754,121.2440,-0.66865
35.0833,120.6826,121.3520,-0.66940
35.1667,120.7896,121.4600,-0.67035
35.2500,120.8962,121.5680,-0.67177
35.3333,121.0025,121.6760,-0.67352
35.4167,121.1085,121.7840,-0.67548
35.5000,121.2141,121.8920,-0.67790
35.5833,121.3193,122.0000,-0.68065
35.6667,121.4244,122.1080,-0.68361
35.7500,121.5290,122.2160,-0.68702
35.8333,121.6332,122.3240,-0.69076
35.9167,121.7373,122.4140,-0.67671
36.0000,121.8409,122.5220,-0.68112
36.0833,121.9442,122.6300,-0.68585
36.1667,122.0472,122.7380,-0.69078
36.2500,122.1498,122.8280,-0.67816
36.3333,122.2521,122.9360,-0.68388
36.4167,122.3542,123.0440,-0.68979
36.5000,122.4558,123.1340,-0.67815
36.5833,122.5572,123.2420,-0.68484
36.6667,122.6583,123.3500,-0.69173
36.7500,122.7589,123.4400,-0.68106
36.8333,122.8593,123.5480,-0.68872
36.9167,122.9594,123.6380,-0.67858
37.0000,123.0591,123.7460,-0.68688
37.0833,123.1585,123.8540,-0.69550
37.1667,123.2577,123.9440,-0.68632
37.2500,123.3564,124.0520,-0.69557
37.3333,123.4549,124.1420,-0.68715
37.4167,123.5531,124.2500,-0.69692
37.5000,123.6509,124.3400,-0.68913
37.5833,123.7483,124.4300,-0.68166
37.6667,123.8456,124.5380,-0.69238
37.7500,123.9425,124.6280,-0.68554
37.8333,124.0390,124.7360,-0.69701
37.9167,124.1353,124.8260,-0.69067
38.0000,124.2312,124.9160,-0.68477
38.0833,124.3268,125.0240,-0.69718
38.1667,124.4222,125.1140,-0.69178
38.2500,124.5172,125.2040,-0.68680
38.3333,124.6119,125.2940,-0.68214
38.4167,124.7063,125.4020,-0.69567
38.5000,124.8004,125.4920,-0.69162
38.5833,124.8941,125.5820,-0.68788
38.6667,124.9877,125.6720,-0.68433
38.7500,125.0808,125.7800,-0.69920
38.8333,125.1736,125.8700,-0.69638
38.9167,125.2663,125.9600,-0.69374
39.0000,125.3585,126.0500,-0.69152
39.0833,125.4504,126.1400,-0.68960
39.1667,125.5421,126.2300,-0.68788
39.2500,125.6334,126.3200,-0.68656
39.3333,125.7245,126.4100,-0.68555
39.4167,125.8153,126.5000,-0.68472
39.5000,125.9057,126.5900,-0.68430
39.5833,125.9958,126.6800,-0.68418
39.6667,126.0858,126.7700,-0.68424
39.7500,126.1753,126.8600,-0.68471
39.8333,126.2645,126.9500,-0.68548
39.9167,126.3536,127.0400,-0.68643
40.0000,126.4422,127.1300,-0.68778
40.0833,126.5306,127.2200,-0.68942
40.1667,126.6187,127.3100,-0.69125
40.2500,126.7065,127.4000,-0.69348
40.3333,126.7940,127.4900,-0.69599
40.4167,126.8813,127.5620,-0.68069
40.5000,126.9682,127.6520,-0.68378
40.5833,127.0548,127.7420,-0.68716
40.6667,127.1413,127.8320,-0.69073
40.7500,127.2273,127.9220,-0.69468
40.8333,127.3131,127.9940,-0.68091
40.9167,127.3987,128.0840,-0.68533
41.0000,127.4839,128.1740,-0.69013
41.0833,127.5688,128.2640,-0.69522
41.1667,127.6535,128.3360,-0.68248
41.2500,127.7379,128.4260,-0.68813
41.3333,127.8219,128.5160,-0.69405
41.4167,127.9058,128.5880,-0.68215
41.5000,127.9894,128.6780,-0.68864
41.5833,128.0726,128.7500,-0.67740
41.6667,128.1557,128.8400,-0.68433
41.7500,128.2384,128.9300,-0.69164
41.8333,128.3208,129.0020,-0.68123
41.9167,128.4030,129.0920,-0.68899
42.0000,128.4849,129.1640,-0.67912
42.0833,128.5665,129.2540,-0.68752
42.1667,128.6479,129.3260,-0.67810
42.2500,128.7290,129.4160,-0.68704
42.3333,128.8097,129.4880,-0.67826
42.4167,128.8904,129.5780,-0.68764
42.5000,128.9706,129.6500,-0.67939
42.5833,129.0506,129.7400,-0.68941
42.6667,129.1304,129.8120,-0.68159
42.7500,129.2099,129.8840,-0.67414
42.8333,129.2890,129.9740,-0.68495
42.9167,129.3681,130.0460,-0.67793
43.0000,129.4467,130.1180,-0.67127
43.0833,129.5251,130.2080,-0.68287
43.1667,129.6034,130.2800,-0.67663
43.2500,129.6812,130.3520,-0.67075
43.3333,129.7589,130.4420,-0.68313
43.4167,129.8363,130.5140,-0.67768
43.5000,129.9134,130.5860,-0.67257
43.5833,129.9903,130.6760,-0.68572
43.6667,130.0670,130.7480,-0.68103
43.7500,130.1433,130.8200,-0.67669
43.8333,130.2194,130.8920,-0.67261
43.9167,130.2953,130.9640,-0.66868
44.0000,130.3709,131.0540,-0.68310
44.0833,130.4462,131.1260,-0.67977
44.1667,130.5214,131.1980,-0.67661
44.2500,130.5962,131.2700,-0.67378
44.3333,130.6708,131.3420,-0.67120
44.4167,130.7452,131.4140,-0.66877
44.5000,130.8193,131.4860,-0.66669
44.5833,130.8931,131.5580,-0.66485
44.6667,130.9668,131.6300,-0.66317
44.7500,131.0402,131.7020,-0.66182
44.8333,131.1133,131.7740,-0.66071
44.9167,131.1862,131.8460,-0.65976
45.0000,131.2589,131.9180,-0.65914
45.0833,131.3312,131.9900,-0.65877
45.1667,131.4035,132.0620,-0.65854
45.2500,131.4754,132.1340,-0.65864
45.3333,131.5470,132.2060,-0.65898
45.4167,131.6185,132.2780,-0.65947
45.5000,131.6897,132.3500,-0.66029
45.5833,131.7607,132.4220,-0.66134
45.6667,131.8315,132.4940,-0.66254
45.7500,131.9019,132.5660,-0.66406
45.8333,131.9722,132.6380,-0.66581
45.9167,132.0423,132.7100,-0.66772
46.0000,132.1121,132.7640,-0.65193
46.0833,132.1816,132.8360,-0.65438
46.1667,132.2510,132.9080,-0.65698
46.2500,132.3201,132.9800,-0.65989
46.3333,132.3890,133.0520,-0.66303
46.4167,132.4577,133.1240,-0.66632
46.5000,132.5261,133.1780,-0.65191
46.5833,132.5943,133.2500,-0.65573
46.6667,132.6623,133.3220,-0.65970
46.7500,132.7300,133.3940,-0.66397
46.8333,132.7975,133.4480,-0.65046
46.9167,132.8649,133.5200,-0.65510
47.0000,132.9320,133.5920,-0.66004
